,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," "," Zone 2"," Zone 3"," Zone 4"," Zone 5"," "," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
01/09/2020 02:00,11,1.8,4,9,1,5,3.1,0,3,5,3,0,0,5.6666666667,5.9166666667,4,0,0,0,3
01/09/2020 02:30,6,1.0,7,2,1,1,0.8,0,4,1,1,0,0,1.5416666667,1.1666666667,1.5,0,0,0,1
01/09/2020 03:00,3,0.5,1,2,0,2,0.8,1,0,2,0,0,1.1666666667,0,3,0,0,0,0,0
01/09/2020 03:30,11,1.8,5,8,0,3,2.1,1,3,3,3,1,1.5,3.6666666667,3.0833333333,2.3333333333,0,0,0,3
01/09/2020 04:00,9,1.5,2,8,0,4,2.2,1,2,4,1,1,1.8333333333,3,4.8333333333,1.5,0,0,0,1
01/09/2020 04:30,5,0.8,2,4,0,4,1.3,0,1,4,0,0,0,2,4.25,0,0,0,0,0
01/09/2020 05:00,4,0.7,4,1,0,0,0.8,1,2,0,0,1,1.1666666667,3,0,0,0,0,0,0
01/09/2020 05:30,7,1.2,5,4,0,2,1.2,1,3,2,0,1,1.5,3.0833333333,1.5,0,0,0,0,0
01/09/2020 06:00,19,3.2,9,13,0,5,4.8,3,6,5,2,3,4.3333333333,7.8888888889,6.1666666667,5.8333333333,0,0,0,2
01/09/2020 06:30,31,5.2,12,17,0,6,5.6,7,5,6,6,7,7.6666666667,6.9166666667,7.1666666667,6.25,0,1,0,5
01/09/2020 07:00,41,6.8,16,27,1,11,5.7,7,9,12,7,6,6.6111111111,7.7916666667,7.5138888889,6.3333333333,0.1666666667,3,2,3
01/09/2020 07:30,55,9.2,21,34,0,14,8.4,10,10,15,10,10,13.3222222222,9.7777777778,10.3472222222,8.6666666667,0,1,1,9
01/09/2020 08:00,119,19.8,37,93,6,19,12.0,20,24,40,28,7,12.3518518519,14.9027777778,16.0803210678,15.3484126984,1.5,21,6,22
01/09/2020 08:30,183,30.5,61,134,4,32,13.4,35,37,48,42,21,17.2319444444,19.4907407407,14.9746642247,14.1785714286,1,21,4,33
01/09/2020 09:00,462,77.0,171,358,19,67,17.8,78,114,116,126,28,24.2752329542,25.471494709,17.8853708645,17.2334408939,4.1666666667,100,25,50
01/09/2020 09:30,437,72.8,173,346,6,66,16.8,84,135,89,82,47,21.9072943869,24.8281196912,17.3848601399,15.2802706553,4.8333333333,51,22,32
01/09/2020 10:00,459,76.5,165,342,6,66,17.4,91,116,98,92,62,23.2405701754,23.9913088687,17.7788564613,18.1780586563,3.6666666667,62,30,32
01/09/2020 10:30,258,43.0,86,203,3,42,13.2,45,66,58,57,32,16.2647486772,17.8795454545,14.862037037,15.6472222222,1.3333333333,38,15,20
01/09/2020 11:00,199,33.2,68,154,2,30,12.8,34,51,45,43,26,15.5761904762,18.9372053872,13.8628968254,14.3605820106,1.1666666667,30,2,26
01/09/2020 11:30,201,33.5,52,154,1,30,12.6,45,39,38,46,33,16.3724326599,15.8944444444,14.2738095238,14.8691798942,1.5,18,4,32
01/09/2020 12:00,250,41.7,91,180,1,34,13.7,52,60,57,43,38,17.5682539683,19.3987554113,14.9755991285,14.9833333333,1.6666666667,32,2,32
01/09/2020 12:30,258,43.0,103,174,3,40,13.3,62,62,50,44,40,18.6152729215,18.1490914787,13.5641835017,13.8762987013,2.5,16,2,36
01/09/2020 13:00,315,52.5,129,214,3,38,14.1,73,79,57,58,48,18.1452572482,19.1714802082,15.1503663004,15.2433862434,3,33,7,37
01/09/2020 13:30,324,54.0,141,203,6,49,14.7,77,72,71,58,46,19.1629419192,18.628986754,15.9695341423,15.792524333,4.1666666667,35,5,40
01/09/2020 14:00,311,51.8,122,215,4,46,14.1,68,77,62,57,47,17.5960687461,20.0013888889,15.1402777778,14.471967847,3.1666666667,28,1,44
01/09/2020 14:30,224,37.3,83,176,5,22,13.1,50,66,41,41,26,15.7453703704,18.1985930736,13.7710470085,14.2703703704,3.6666666667,28,4,28
01/09/2020 15:00,295,49.2,105,213,7,52,13.5,59,69,66,62,39,17.3292702668,17.844557621,15.1123445998,14.2791245791,3.1666666667,16,6,54
01/09/2020 15:30,288,48.0,102,217,7,44,13.9,51,65,74,71,27,16.6074074074,18.3943181818,15.9132783883,16.2878787879,2.5,51,10,40
01/09/2020 16:00,339,56.5,112,235,5,52,14.9,64,56,85,91,43,19.4674242424,20.6927910053,15.903430774,15.9235690236,2.6666666667,53,6,65
01/09/2020 16:30,326,54.3,143,215,2,68,14.5,56,74,82,74,40,19.6496031746,19.6828282828,15.6860981611,15.5405982906,2.1666666667,10,13,65
01/09/2020 17:00,390,65.0,156,238,1,93,14.4,64,65,99,102,60,19.6847041847,18.9217261905,16.1507036536,16.5194615326,0.5,17,1,90
01/09/2020 17:30,442,73.7,162,293,5,98,15.3,85,85,111,94,67,19.3235754986,21.2653081532,16.5400793651,16.9575077294,2.3333333333,17,9,81
01/09/2020 18:00,500,83.3,153,362,13,54,16.3,85,84,123,152,56,21.0356060606,20.8630990183,17.7090160437,18.0389405281,4,95,38,88
01/09/2020 18:30,541,90.2,196,388,17,61,16.7,91,102,128,178,42,21.1266374951,22.7231106312,17.929589586,17.0251082461,4.5,92,43,110
01/09/2020 19:00,631,105.2,243,403,1,163,14.0,91,102,173,179,86,17.5244200244,19.3414093314,17.1117166785,16.0669569183,0,13,6,170
01/09/2020 19:30,376,62.7,151,242,1,89,13.3,59,73,92,97,55,18.0580808081,17.651984127,15.749008467,14.9652300314,0,1,7,92
01/09/2020 20:00,261,43.5,113,158,2,53,11.6,46,56,55,60,44,15.6527777778,15.6755291005,12.6454365079,13.9260466989,0.1666666667,3,5,54
01/09/2020 20:30,195,32.5,76,130,5,55,10.8,28,42,57,42,26,14.0515873016,15.5820707071,12.6921055796,11.551984127,0,0,5,39
01/09/2020 21:00,128,21.3,63,72,1,22,9.0,26,32,25,21,24,10.9722222222,12.6841269841,11.0888888889,10.5,0,3,5,16
01/09/2020 21:30,130,21.7,47,84,1,28,10.4,24,25,33,25,23,13.9277777778,15.5416666667,11.3425925926,11.2361111111,0,3,6,21
01/09/2020 22:00,78,13.0,46,41,0,12,8.7,19,24,12,8,15,10.9138888889,15.8523809524,9.3333333333,7.125,0.1666666667,1,1,6
01/09/2020 22:30,81,13.5,36,50,1,22,9.4,13,19,22,14,13,12.3222222222,10.125,12.8055555556,11.6944444444,0,1,2,11
01/09/2020 23:00,57,9.5,25,43,2,15,9.0,5,17,16,15,4,9.5,12.9523809524,10.0694444444,12.275,0.1666666667,1,1,14
01/09/2020 23:30,52,8.7,22,36,1,14,8.0,7,13,15,11,6,12.3333333333,9.3055555556,9.6111111111,8.9166666667,0,2,0,10
01/10/2020 00:00,33,5.5,11,25,1,15,7.2,4,7,15,4,3,16.1666666667,7.25,7.3055555556,5.1666666667,0,1,0,3
01/10/2020 00:30,27,4.5,19,18,0,6,5.0,3,12,7,3,2,2.5833333333,10.1722222222,7.9166666667,4.1666666667,0.1666666667,0,1,3
01/10/2020 01:00,7,1.2,3,6,0,3,1.5,1,2,3,1,0,1,2.3333333333,3,1.3333333333,0,0,0,1
01/10/2020 01:30,19,3.2,6,12,0,7,3.7,4,2,7,3,3,6.1666666667,2.6666666667,5.9166666667,3.6666666667,0,0,0,3
01/10/2020 02:00,11,1.8,5,8,0,3,5.0,1,3,4,2,1,5.3333333333,14,3.5,2.1666666667,0,1,0,2
01/10/2020 02:30,5,0.8,0,5,0,3,1.0,1,0,3,1,0,1.3333333333,0,2.5833333333,1,0.1666666667,1,0,0
01/10/2020 03:00,4,0.7,2,3,0,1,1.1,1,1,1,1,0,1.3333333333,1,1.5,1.5,0.1666666667,0,0,1
01/10/2020 03:30,10,1.7,2,8,0,4,3.1,1,1,4,3,1,6,2,4.5833333333,2.9166666667,0,0,0,3
01/10/2020 04:00,12,2.0,6,8,0,5,2.2,1,3,5,2,1,1.5,2.75,5.3333333333,1.3333333333,0,0,0,2
01/10/2020 04:30,4,0.7,2,3,0,1,1.0,0,1,1,2,0,0,1.3333333333,1,2.5,0,0,0,2
01/10/2020 05:00,6,1.0,5,5,0,2,1.2,0,4,2,0,0,0,3,2.8333333333,0,0,0,0,0
01/10/2020 05:30,9,1.5,10,5,0,3,1.9,0,6,3,0,0,0,6.0833333333,3.5,0,0,0,0,0
01/10/2020 06:00,8,1.3,5,8,0,1,2.2,0,5,2,1,0,0,6.75,2.6666666667,1.3333333333,0,1,0,1
01/10/2020 06:30,26,4.3,7,21,0,11,4.3,3,5,11,4,3,5.25,7.8333333333,6.7833333333,1.75,0,0,0,4
01/10/2020 07:00,57,9.5,20,36,0,15,7.1,11,9,18,9,10,6.4444444444,14.5,9.4611111111,5.1944444444,0,2,2,8
01/10/2020 07:30,59,9.8,27,41,0,16,9.2,8,17,16,10,8,12.1111111111,18.0277777778,7.5916666667,8.4583333333,0,1,0,9
01/10/2020 08:00,118,19.7,38,88,3,18,13.5,19,26,33,25,15,17.3972222222,18.546031746,16.0511904762,15.2103174603,0.5,13,11,16
01/10/2020 08:30,168,28.0,60,129,4,33,13.0,22,42,48,39,17,15.8166666667,17.4212121212,15.2284289784,15.9916666667,0.3333333333,14,8,32
01/10/2020 09:00,367,61.2,117,289,11,59,16.5,58,83,92,101,33,22.3846560847,23.2768246187,17.3801587302,17.3006283069,2.3333333333,74,18,42
01/10/2020 09:30,369,61.5,147,277,1,66,16.8,69,99,86,72,43,23.4487133237,24.1391104023,16.9326773129,15.6849637681,3.6666666667,45,14,33
01/10/2020 10:00,299,49.8,107,215,9,47,16.6,58,74,62,63,42,22.0753727754,24.6650613276,16.7321746881,17.1753654971,2.1666666667,35,26,17
01/10/2020 10:30,227,37.8,67,188,2,33,13.2,36,57,50,57,27,17.1925925926,19.0337671588,14.3861111111,14.9139219577,0.6666666667,44,11,19
01/10/2020 11:00,233,38.8,76,165,2,37,12.6,49,50,49,45,40,16.4398809524,17.1665598291,14.0811507937,14.0790343915,1,17,6,34
01/10/2020 11:30,213,35.5,86,152,1,36,12.1,33,55,49,47,29,12.4152777778,16.4172459893,14.349537037,17.1787037037,0.1666666667,19,6,35
01/10/2020 12:00,266,44.3,97,176,3,44,13.7,62,54,60,46,44,17.8797591298,19.182020757,14.6458791209,14.6023148148,2,21,6,35
01/10/2020 12:30,247,41.2,79,178,8,46,14.0,57,52,61,43,34,19.7037037037,19.8236111111,14.1524801587,14.4333333333,2,18,8,32
01/10/2020 13:00,326,54.3,140,196,3,41,13.1,79,72,57,59,59,16.6541132479,17.4202982203,13.7063492063,14.9783730159,2.6666666667,18,11,46
01/10/2020 13:30,315,52.5,131,194,7,41,13.4,78,75,56,48,58,16.7888437951,18.1956390831,15.093959744,13.4583333333,3.3333333333,15,4,44
01/10/2020 14:00,338,56.3,138,220,3,58,13.7,64,74,78,71,51,17.1232813483,18.1741356597,15.393779028,15.9615060865,1.6666666667,27,1,63
01/10/2020 14:30,278,46.3,97,180,4,40,12.5,59,55,54,58,52,15.7138888889,16.0814935065,14.7279100529,14.7341269841,1,20,5,47
01/10/2020 15:00,327,54.5,138,221,2,59,13.6,70,72,76,71,38,16.6356481481,18.0138176638,14.9416221034,14.7840802988,3.5,16,5,67
01/10/2020 15:30,345,57.5,132,216,2,69,14.3,64,62,83,79,57,18.3717712843,20.1083333333,15.8741846604,16.1709401709,1,24,3,66
01/10/2020 16:00,391,65.2,158,262,0,83,14.7,64,80,98,98,51,19.2547364672,20.2402834008,16.2909825469,16.1329166667,1.5,31,13,69
01/10/2020 16:30,358,59.7,167,210,2,70,13.9,68,77,79,78,56,17.5230218855,18.1885521886,15.3003150101,16.5539391164,1.8333333333,27,6,54
01/10/2020 17:00,405,67.5,143,251,13,72,14.4,71,59,105,112,58,19.7296897547,18.4770784771,15.4660752259,16.8458089669,1.5,43,19,83
01/10/2020 17:30,431,71.8,161,267,9,76,16.1,88,82,110,75,76,22.1942816443,22.4296814297,16.5768280632,17.4270970696,1.8333333333,30,29,50
01/10/2020 18:00,450,75.0,143,318,12,52,17.3,91,81,110,110,58,23.8692663818,23.4031862745,17.4871195948,18.3766818353,3.1666666667,75,31,62
01/10/2020 18:30,579,96.5,162,425,26,71,16.9,99,89,148,188,55,21.7471327523,23.213990448,18.0778769841,17.2861259655,4,86,34,145
01/10/2020 19:00,518,86.3,200,307,2,110,13.8,100,84,116,125,93,18.3993037664,17.9234157047,16.3265544193,15.7813330523,0.6666666667,5,8,118
01/10/2020 19:30,370,61.7,160,214,1,78,12.8,67,67,84,90,62,16.8218133718,17.1746357809,14.9041699042,14.775568005,0.5,6,5,85
01/10/2020 20:00,261,43.5,104,152,2,54,11.7,55,48,56,51,51,14.9356893107,16.5472222222,13.2145833333,13.4886039886,0.1666666667,2,6,45
01/10/2020 20:30,203,33.8,93,102,2,34,11.5,46,38,36,39,44,17.444520757,15.2791005291,12.4587301587,12.1491702742,0,0,8,33
01/10/2020 21:00,156,26.0,68,105,0,41,10.2,22,36,43,36,19,11.3492063492,15.1259259259,12.1884920635,12.2164021164,0,2,4,32
01/10/2020 21:30,115,19.2,55,70,2,26,9.5,21,30,28,18,18,12.6488095238,13.1007936508,11.1666666667,10.0583333333,0.3333333333,1,7,12
01/10/2020 22:00,92,15.3,47,59,0,21,8.7,14,26,21,19,12,11.9861111111,11.4,10.3194444444,9.7722222222,0.1666666667,0,3,16
01/10/2020 22:30,87,14.5,34,60,1,21,7.7,17,21,24,12,13,9.5944444444,12.3849206349,9.4041666667,6.9444444444,0.1666666667,1,5,9
01/10/2020 23:00,93,15.5,38,60,0,20,9.3,16,19,22,22,14,9.875,16.1420634921,9.3888888889,11.075,0.1666666667,3,3,18
01/10/2020 23:30,75,12.5,39,48,1,20,8.5,10,22,23,11,9,12.1388888889,11.5138888889,8.737962963,10.1111111111,0.1666666667,0,5,9
01/11/2020 00:00,35,5.8,22,23,2,10,5.1,3,14,10,6,2,4.4166666667,8.1416666667,5.7222222222,7,0,1,0,5
01/11/2020 00:30,41,6.8,16,28,0,8,7.4,9,10,9,6,7,13.4166666667,11.9444444444,6.5416666667,5.1666666667,0.1666666667,0,1,6
01/11/2020 01:00,26,4.3,14,16,2,6,4.7,3,9,8,3,3,3.1666666667,9.4166666667,6.5833333333,4.1666666667,0,0,3,2
01/11/2020 01:30,30,5.0,10,19,0,8,6.3,6,5,10,3,6,12.4166666667,6.9166666667,8.0833333333,4.1666666667,0,1,1,3
01/11/2020 02:00,21,3.5,4,14,0,9,2.6,4,1,9,3,4,2.8333333333,1.6666666667,6.6666666667,1.9166666667,0,0,0,3
01/11/2020 02:30,7,1.2,1,7,0,4,1.9,0,1,4,2,0,0,1.3333333333,4.6666666667,3.5,0,0,0,2
01/11/2020 03:00,11,1.8,4,8,0,5,2.3,1,2,5,2,1,1.5,1.25,5.8888888889,2.6666666667,0,0,0,2
01/11/2020 03:30,7,1.2,4,4,0,1,2.0,1,2,1,2,1,2.1666666667,1.4166666667,1.6666666667,4.6666666667,0,0,0,2
01/11/2020 04:00,8,1.3,7,4,0,2,1.5,1,4,2,0,1,1.5,2.7777777778,3,0,0,0,0,0
01/11/2020 04:30,10,1.7,7,7,0,5,2.1,0,4,5,1,0,0,3.6666666667,5.3333333333,1.5,0,0,0,1
01/11/2020 05:00,12,2.0,6,9,0,5,2.0,1,4,5,1,1,1.8333333333,2,4.7222222222,1.6666666667,0,0,0,1
01/11/2020 05:30,12,2.0,5,6,0,3,2.4,3,2,3,1,3,4.5,2.6666666667,3.6666666667,1.1666666667,0,0,0,1
01/11/2020 06:00,13,2.2,8,7,1,1,2.4,2,5,1,3,2,2.5,5.5833333333,0.6666666667,3.25,0,0,0,3
01/11/2020 06:30,8,1.3,3,4,0,2,1.8,2,1,2,1,2,1.4166666667,3.5,2.8333333333,1,0,1,0,0
01/11/2020 07:00,27,4.5,5,18,1,9,4.1,6,2,9,5,5,5.0833333333,3,7.2777777778,4.75,0.1666666667,0,0,5
01/11/2020 07:30,32,5.3,11,22,0,10,6.9,4,5,10,9,4,7.5,10.4166666667,11.1111111111,5.25,0,0,1,8
01/11/2020 08:00,71,11.8,29,47,1,15,13.3,12,16,18,15,10,19.8055555556,26.2083333333,12.5111111111,7.6944444444,0.1666666667,3,1,14
01/11/2020 08:30,64,10.7,25,40,0,13,9.4,14,11,17,12,10,15.5138888889,12.3888888889,11.35,7.5158730159,0.3333333333,7,1,8
01/11/2020 09:00,105,17.5,29,81,2,19,13.6,20,19,25,29,12,15.505952381,22.1166666667,17.3861111111,12.373015873,0.8333333333,14,6,15
01/11/2020 09:30,101,16.8,40,80,1,20,10.5,13,31,25,21,11,11.9666666667,16.1805555556,12.6305555556,11.5674603175,0.1666666667,10,1,15
01/11/2020 10:00,165,27.5,49,120,0,38,13.7,28,29,46,37,25,19.4579365079,18.4388888889,14.9485569986,15.2390873016,0.3333333333,18,2,25
01/11/2020 10:30,157,26.2,46,127,1,35,13.3,28,36,44,30,19,18.4734126984,17.3779761905,15.4560185185,13.8472222222,1.1666666667,16,2,21
01/11/2020 11:00,219,36.5,80,156,1,48,12.8,43,54,51,35,36,16.7866161616,17.9087962963,15.3726851852,13.3013888889,0.8333333333,9,5,24
01/11/2020 11:30,228,38.0,82,161,1,42,11.9,40,53,51,47,37,14.4474206349,17.4511904762,12.9768518519,14.2660714286,0.3333333333,20,0,36
01/11/2020 12:00,233,38.8,80,180,1,44,13.2,49,56,54,46,28,15.2453703704,17.3458994709,15.5857142857,14.5950396825,3,16,1,39
01/11/2020 12:30,292,48.7,115,214,2,57,13.6,55,75,69,57,36,17.3303062678,18.6957961973,14.981024531,14.4198412698,2.3333333333,18,4,47
01/11/2020 13:00,260,43.3,98,177,3,28,13.6,62,62,48,44,44,16.9705687831,19.1362637363,15.8534798535,13.7398148148,2.3333333333,22,7,35
01/11/2020 13:30,290,48.3,118,179,1,41,12.8,62,62,54,58,54,15.9145428645,17.0407407407,14.9978632479,14.865981241,1.1666666667,19,8,44
01/11/2020 14:00,293,48.8,126,183,3,42,13.5,66,69,51,57,50,17.2881944444,17.8027167277,14.1478835979,15.5154761905,2.5,12,5,49
01/11/2020 14:30,290,48.3,104,205,4,46,13.6,60,63,67,60,40,17.8541666667,18.7428386428,14.1824555075,14.6788378288,2.3333333333,29,8,44
01/11/2020 15:00,318,53.0,132,196,1,53,13.1,79,67,62,54,56,18.6534900285,17.0303451178,13.7128427128,13.1836219336,2.8333333333,15,1,47
01/11/2020 15:30,291,48.5,114,187,0,61,12.3,53,60,71,57,50,15.639021164,16.697255291,14.4393863081,14.0845959596,0.5,17,4,46
01/11/2020 16:00,272,45.3,105,161,3,50,11.8,59,50,60,50,53,15.0076923077,15.4323232323,14.620014245,13.4444139194,0.5,9,3,48
01/11/2020 16:30,237,39.5,106,159,0,50,12.1,36,61,51,56,33,17.3375,15.7517399267,13.9141955267,13.0721500722,0.5,1,1,55
01/11/2020 17:00,272,45.3,136,141,0,50,12.4,61,61,50,44,56,17.7041666667,16.4613247863,13.9225589226,13.4674603175,0.6666666667,1,0,43
01/11/2020 17:30,253,42.2,96,164,4,40,12.1,53,61,54,35,50,16.3136243386,18.8898268398,12.8626262626,12.0338383838,0.1666666667,6,9,34
01/11/2020 18:00,285,47.5,103,200,4,27,15.0,65,68,56,50,46,18.3768398268,21.2612193362,16.1878001628,16.2757936508,2.8333333333,24,23,32
01/11/2020 18:30,254,42.3,98,181,4,22,14.5,49,59,56,60,30,19.1555555556,20.2338684464,15.876994302,15.2872053872,1.8333333333,43,10,41
01/11/2020 19:00,297,49.5,151,154,4,50,12.1,68,69,55,48,57,15.3813341751,16.9063260813,13.5729166667,13.9550865801,0.5,3,7,43
01/11/2020 19:30,218,36.3,92,129,1,48,11.1,40,41,49,51,37,14.7484126984,14.9133597884,12.5630952381,12.8913239538,0.1666666667,0,4,48
01/11/2020 20:00,195,32.5,73,121,3,47,11.9,38,37,47,38,35,14.6990740741,18.2842592593,14.6290584416,12.1367063492,0,0,2,36
01/11/2020 20:30,158,26.3,89,84,0,27,10.5,32,45,30,21,30,14.8666666667,15.4636243386,10.8,11.3916666667,0,3,3,18
01/11/2020 21:00,138,23.0,80,71,0,29,9.6,26,35,29,26,22,10.7916666667,13.5517195767,11.4431216931,12.1388888889,0.1666666667,1,1,24
01/11/2020 21:30,115,19.2,50,77,1,29,9.9,17,29,30,23,16,8.8944444444,16.8638888889,11.5984126984,12.1583333333,0,2,5,17
01/11/2020 22:00,91,15.2,45,53,3,13,9.4,18,25,16,17,15,16.4055555556,12.7722222222,9.6,8.3888888889,0,2,3,15
01/11/2020 22:30,72,12.0,39,45,0,18,9.2,12,22,18,10,10,10.7777777778,14,11.5,9.8888888889,0,0,0,10
01/11/2020 23:00,54,9.0,22,34,1,15,6.5,10,13,15,6,10,9.9333333333,9.0972222222,7.8444444444,5.5833333333,0,0,2,4
01/11/2020 23:30,52,8.7,30,32,1,15,9.7,9,17,15,5,6,15.4166666667,15.3083333333,7.9666666667,9.8333333333,0.1666666667,0,0,5
01/12/2020 00:00,37,6.2,19,24,1,10,5.4,7,13,10,1,6,6.1666666667,13.0555555556,6.0555555556,1.3333333333,0.1666666667,0,0,1
