,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Vehicle Counts by Class in 30-Minute Period,,,,,,,,,,,,
,,Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up,,,,,,,,,
,05/20/2020 00:30,0,0,0,,,,,,,,,
,05/20/2020 01:00,0,0,0,,,,,,,,,
,05/20/2020 01:30,0,0,0,,,,,,,,,
,05/20/2020 02:00,0,0,0,,,,,,,,,
,05/20/2020 02:30,0,0,0,,,,,,,,,
,05/20/2020 03:00,0,0,0,,,,,,,,,
,05/20/2020 03:30,0,0,0,,,,,,,,,
,05/20/2020 04:00,0,0,0,,,,,,,,,
,05/20/2020 04:30,0,0,0,,,,,,,,,
,05/20/2020 05:00,0,0,0,,,,,,,,,
,05/20/2020 05:30,0,0,0,,,,,,,,,
,05/20/2020 06:00,0,0,0,,,,,,,,,
,05/20/2020 06:30,0,0,0,,,,,,,,,
,05/20/2020 07:00,0,0,0,,,,,,,,,
,05/20/2020 07:30,0,0,0,,,,,,,,,
,05/20/2020 08:00,0,0,0,,,,,,,,,
,05/20/2020 08:30,0,0,0,,,,,,,,,
,05/20/2020 09:00,0,0,0,,,,,,,,,
,05/20/2020 09:30,0,0,0,,,,,,,,,
,05/20/2020 10:00,78,29,6,,,,,,,,,
,05/20/2020 10:30,77,23,3,,,,,,,,,
,05/20/2020 11:00,105,31,6,,,,,,,,,
,05/20/2020 11:30,115,24,3,,,,,,,,,
,05/20/2020 12:00,106,31,4,,,,,,,,,
,05/20/2020 12:30,130,38,4,,,,,,,,,
,05/20/2020 13:00,130,42,2,,,,,,,,,
,05/20/2020 13:30,144,27,6,,,,,,,,,
,05/20/2020 14:00,159,35,0,,,,,,,,,
,05/20/2020 14:30,142,23,0,,,,,,,,,
,05/20/2020 15:00,142,33,3,,,,,,,,,
,05/20/2020 15:30,131,22,2,,,,,,,,,
,05/20/2020 16:00,153,28,3,,,,,,,,,
,05/20/2020 16:30,167,23,2,,,,,,,,,
,05/20/2020 17:00,203,14,3,,,,,,,,,
,05/20/2020 17:30,219,20,2,,,,,,,,,
,05/20/2020 18:00,186,20,5,,,,,,,,,
,05/20/2020 18:30,154,22,4,,,,,,,,,
,05/20/2020 19:00,168,37,2,,,,,,,,,
,05/20/2020 19:30,133,23,2,,,,,,,,,
,05/20/2020 20:00,134,29,1,,,,,,,,,
