,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2"," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
04/11/2020 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 08:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 08:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 09:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 09:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 10:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 10:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 11:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 11:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 12:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 12:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 13:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 13:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 14:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 14:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 15:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 15:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 16:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 16:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 17:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 17:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 18:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 18:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
04/11/2020 19:00,119,19.8,33,86,0,0,12.0,38,19,27,35,13.2851851852,12.5555555556,9.7083333333,12.5922619048,100,19,0
04/11/2020 19:30,119,19.8,33,86,0,0,15.0,36,22,27,34,14.1683080808,22.3047619048,11.3736111111,12.3452380952,96,21,2
04/11/2020 20:00,103,17.2,21,82,0,0,14.3,22,25,24,32,16.8435185185,14.962962963,12.7666666667,12.4361111111,82,21,0
04/11/2020 20:30,85,14.2,17,68,0,0,12.7,23,14,15,33,14.9416666667,14.3888888889,9.8305555556,11.4930555556,67,17,1
04/11/2020 21:00,72,12.0,26,46,0,0,13.5,28,13,13,18,16.003968254,15.4444444444,10.7916666667,11.6666666667,57,9,6
04/11/2020 21:30,55,9.2,17,38,0,0,11.0,17,7,12,19,10.7638888889,16,7.0277777778,10.2555555556,48,0,7
04/11/2020 22:00,29,4.8,8,21,0,0,7.0,11,5,1,12,8.6111111111,10.5,1.6666666667,7.25,29,0,0
04/11/2020 22:30,16,2.7,6,10,0,0,5.2,4,7,1,4,6.1666666667,9.25,1.3333333333,4.0833333333,13,2,1
04/11/2020 23:00,15,2.5,4,11,0,0,5.3,5,2,2,6,8.6666666667,2.6666666667,3.3333333333,6.6666666667,13,1,1
04/11/2020 23:30,25,4.2,6,19,0,0,6.2,7,5,4,9,5.7777777778,10,3.1111111111,5.95,23,2,0
04/12/2020 00:00,11,1.8,3,8,0,0,2.8,4,0,1,6,5.75,0,0.6666666667,4.6666666667,11,0,0
04/12/2020 00:30,9,1.5,1,8,0,0,2.2,2,0,3,4,3.1666666667,0,2.5833333333,2.9444444444,9,0,0
04/12/2020 01:00,8,1.3,2,6,0,0,3.0,3,2,0,3,3.6666666667,5.1666666667,0,3,8,0,0
04/12/2020 01:30,8,1.3,4,4,0,0,3.8,4,1,2,1,9.75,1.3333333333,2.6666666667,1.5,6,1,1
04/12/2020 02:00,8,1.3,0,8,0,0,2.1,1,1,2,4,1.3333333333,1.3333333333,1.8333333333,3.9166666667,8,0,0
04/12/2020 02:30,3,0.5,1,2,0,0,1.4,1,0,0,2,2,0,0,3.5,3,0,0
04/12/2020 03:00,3,0.5,1,2,0,0,1.0,1,0,1,1,1.1666666667,0,1.3333333333,1.6666666667,3,0,0
04/12/2020 03:30,4,0.7,1,3,0,0,1.0,2,0,0,2,1.6666666667,0,0,2.1666666667,4,0,0
04/12/2020 04:00,2,0.3,0,2,0,0,0.7,0,0,1,1,0,0,1.3333333333,1.3333333333,2,0,0
04/12/2020 04:30,2,0.3,0,2,0,0,0.7,1,0,0,1,1.1666666667,0,0,1.6666666667,2,0,0
04/12/2020 05:00,4,0.7,2,2,0,0,1.5,2,0,0,2,3,0,0,3.1666666667,4,0,0
04/12/2020 05:30,4,0.7,0,4,0,0,1.3,2,0,0,2,2.8333333333,0,0,2.5,4,0,0
04/12/2020 06:00,6,1.0,1,5,0,0,1.7,2,0,2,2,1.4166666667,0,3,2.3333333333,6,0,0
04/12/2020 06:30,1,0.2,0,1,0,0,0.3,0,0,0,1,0,0,0,1.3333333333,1,0,0
04/12/2020 07:00,5,0.8,1,4,0,0,1.8,1,1,1,2,1.6666666667,1.3333333333,1.5,2.6666666667,5,0,0
04/12/2020 07:30,10,1.7,1,9,0,0,3.6,2,0,1,7,3.1666666667,0,1.6666666667,9.5555555556,9,1,0
04/12/2020 08:00,20,3.3,3,17,0,0,7.0,3,3,5,9,10,5.3333333333,6.1666666667,6.4861111111,17,3,0
04/12/2020 08:30,32,5.3,6,26,0,0,8.9,9,8,2,13,8.3333333333,16.4166666667,2.6666666667,8.0833333333,29,3,0
04/12/2020 09:00,33,5.5,5,28,0,0,9.0,10,5,3,15,15.9444444444,4.9166666667,5.5,9.6777777778,28,4,1
04/12/2020 09:30,35,5.8,3,31,1,0,7.3,8,3,6,18,9.7222222222,4.7777777778,6.125,8.6166666667,30,5,0
04/12/2020 10:00,37,6.2,8,29,0,0,9.7,12,5,9,11,13.8194444444,7.6666666667,7.6388888889,9.5,29,7,1
04/12/2020 10:30,55,9.2,11,44,0,0,12.0,17,14,3,21,15.0833333333,18.3055555556,3.8333333333,10.9055555556,47,8,0
04/12/2020 11:00,49,8.2,9,40,0,0,11.8,14,9,9,17,18.2833333333,9.5555555556,7.6527777778,11.6944444444,41,8,0
04/12/2020 11:30,67,11.2,10,57,0,0,12.0,15,11,15,26,12.5222222222,12.6527777778,11.0666666667,11.7777777778,54,13,0
04/12/2020 12:00,67,11.2,17,50,0,0,12.7,23,9,11,24,13.8611111111,13.4444444444,9.8333333333,13.8055555556,56,10,1
04/12/2020 12:30,101,16.8,27,74,0,0,14.5,30,15,28,28,17.5486111111,16,12.4626984127,12.1071428571,83,18,0
04/12/2020 13:00,88,14.7,30,57,1,0,13.4,33,18,11,26,18.8033730159,13.1666666667,7.4166666667,14.3777777778,73,15,0
04/12/2020 13:30,94,15.7,21,72,1,0,13.7,27,16,22,29,15.2722222222,16.6444444444,10.5277777778,12.2757936508,78,16,0
04/12/2020 14:00,92,15.3,20,72,0,0,13.3,19,16,24,33,14.2222222222,12.8027777778,14.9666666667,11.2986111111,73,17,2
04/12/2020 14:30,95,15.8,29,66,0,0,14.2,29,21,16,29,15.4464285714,16.0777777778,13.5555555556,11.7083333333,82,13,0
04/12/2020 15:00,95,15.8,14,81,0,0,13.8,26,13,23,33,14.0722222222,17.9583333333,11.4,11.8046296296,72,19,4
04/12/2020 15:30,101,16.8,28,73,0,0,13.5,31,20,21,29,15.1992063492,14.3888888889,12.2777777778,12.0832010582,82,18,1
04/12/2020 16:00,88,14.7,16,72,0,0,14.7,23,15,21,29,14.8611111111,18.25,13.0166666667,12.6777777778,71,16,1
04/12/2020 16:30,96,16.0,30,66,0,0,13.0,30,24,21,21,15.744047619,12.0138888889,11.7694444444,12.5178571429,82,13,1
04/12/2020 17:00,78,13.0,18,60,0,0,10.9,20,18,20,20,13.2444444444,11.3666666667,8.8650793651,10.1305555556,69,8,1
04/12/2020 17:30,75,12.5,28,47,0,0,15.6,33,12,12,18,18.3181818182,22.7777777778,9.875,11.3412698413,57,17,1
04/12/2020 18:00,82,13.7,16,66,0,0,13.1,21,13,17,31,15.2513888889,10.9166666667,13.5,12.8928571429,58,22,2
04/12/2020 18:30,81,13.5,22,59,0,0,12.7,19,21,15,26,14.2698412698,12.4884920635,12.2638888889,11.8204365079,63,18,0
04/12/2020 19:00,73,12.2,25,48,0,0,11.8,34,17,4,18,18.1597222222,11.6972222222,5.3333333333,12.0357142857,59,14,0
