,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2"," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
06/01/2020 00:30,18,3.0,4,12,0,4,3.9,5,2,5,6,6.5,2.3333333333,4.0555555556,2.6666666667,7,0,0
06/01/2020 01:00,16,2.7,2,14,0,0,3.3,3,2,3,8,2.5,2.6666666667,3.9166666667,4.0555555556,14,1,1
06/01/2020 01:30,3,0.5,1,2,0,0,0.8,0,1,1,1,0,1.1666666667,0.8333333333,1,2,1,0
06/01/2020 02:00,3,0.5,0,3,0,0,1.1,0,1,1,1,0,1.5,1,1.8333333333,3,0,0
06/01/2020 02:30,5,0.8,1,4,0,0,1.3,1,2,0,2,1.1666666667,2.6666666667,0,1.3333333333,5,0,0
06/01/2020 03:00,2,0.3,1,1,0,0,0.7,1,0,0,1,1.3333333333,0,0,1.5,1,1,0
06/01/2020 03:30,4,0.7,1,3,0,0,2.6,0,1,2,1,0,1.6666666667,7.1666666667,1.5,3,1,0
06/01/2020 04:00,7,1.2,2,5,0,0,1.9,1,2,1,3,1.3333333333,1.1666666667,1.6666666667,3.4166666667,7,0,0
06/01/2020 04:30,2,0.3,1,1,0,0,0.8,0,0,0,2,0,0,0,3,2,0,0
06/01/2020 05:00,1,0.2,0,1,0,0,0.5,1,0,0,0,2,0,0,0,1,0,0
06/01/2020 05:30,2,0.3,2,0,0,0,0.6,1,1,0,0,1.3333333333,1.1666666667,0,0,1,1,0
06/01/2020 06:00,9,1.5,3,5,1,0,2.9,4,1,1,3,5.0833333333,1.1666666667,1.5,4,9,0,0
06/01/2020 06:30,14,2.3,2,12,0,0,3.3,4,0,2,8,3,0,3.1666666667,7.0833333333,12,1,1
06/01/2020 07:00,18,3.0,0,18,0,0,6.7,5,2,2,9,6.6666666667,9,1.5833333333,9.5833333333,13,4,1
06/01/2020 07:30,51,8.5,5,46,0,0,12.6,8,7,13,23,9.6666666667,17.8055555556,12.2083333333,10.5277777778,36,12,3
06/01/2020 08:00,114,19.0,13,101,0,0,16.7,24,16,28,46,21.2013888889,17.9694444444,14.3478174603,13.3150462963,75,29,10
06/01/2020 08:30,92,15.3,22,70,0,0,13.7,24,20,22,26,13.75,16.3805555556,12.1111111111,12.3888888889,57,31,4
06/01/2020 09:00,141,23.5,46,95,0,0,15.7,54,31,25,31,18.2625661376,18.6095238095,13.3091269841,12.7182539683,89,42,10
06/01/2020 09:30,113,18.8,19,94,0,0,16.3,19,24,30,40,20.7833333333,16.8214285714,13.3793650794,14.0367063492,74,28,11
06/01/2020 10:00,120,20.0,21,99,0,0,17.1,28,19,31,42,19.0083333333,19.3,14.9583333333,15.0466269841,83,29,8
06/01/2020 10:30,118,19.7,20,97,1,0,14.5,30,20,31,37,16.8472222222,12.6944444444,14.55,14.0782407407,79,33,6
06/01/2020 11:00,128,21.3,32,96,0,0,15.4,48,22,20,38,18.0690883191,19.7277777778,11.6666666667,12.2481481481,93,30,6
06/01/2020 11:30,179,29.8,43,135,1,0,15.7,48,30,51,50,18.7697649573,15.6351851852,14.4100529101,13.9095441595,127,42,10
06/01/2020 12:00,161,26.8,38,123,0,0,15.5,56,28,35,42,16.8069444444,16.9027777778,14.5928571429,13.7248015873,130,28,3
06/01/2020 12:30,196,32.7,50,146,0,0,14.0,40,57,39,60,15.4259259259,14.278956229,12.6472222222,13.5702020202,156,37,3
06/01/2020 13:00,178,29.7,44,134,0,0,14.5,57,41,34,46,18.6686628187,13.6523088023,12.7597222222,13.0944083694,133,39,6
06/01/2020 13:30,187,31.2,44,142,1,0,13.9,56,42,37,52,17.4649038462,13.7142857143,11.2527777778,13.2908549784,130,50,7
06/01/2020 14:00,228,38.0,55,173,0,0,15.5,62,54,45,67,18.0411255411,17.378968254,12.7662037037,13.675019425,169,52,7
06/01/2020 14:30,200,33.3,53,147,0,0,14.5,60,38,47,55,17.3946759259,14.7777777778,12.7154761905,13.299537037,146,47,7
06/01/2020 15:00,212,35.3,50,162,0,0,15.6,56,34,59,63,18.0449074074,15.860515873,13.8626068376,14.4525641026,152,55,5
06/01/2020 15:30,224,37.3,49,174,1,0,15.4,55,45,61,63,18.0460858586,16.2338624339,12.5709175084,14.9194444444,187,36,1
06/01/2020 16:00,207,34.5,60,147,0,0,16.0,56,42,56,53,19.1414351852,18.5745550746,12.8294612795,13.6006766382,177,28,2
06/01/2020 16:30,190,31.7,42,148,0,0,15.8,53,29,47,61,19.6921296296,15.2083333333,13.9838980464,14.3093434343,168,22,0
06/01/2020 17:00,231,38.5,33,198,0,0,15.9,47,38,62,84,18.2568482443,16.2349206349,13.8903138528,15.3297479811,197,30,4
06/01/2020 17:30,248,41.3,52,196,0,0,15.8,58,51,67,72,17.3715488215,15.8641865079,14.815969216,15.0366471735,178,66,4
06/01/2020 18:00,271,45.2,55,216,0,0,16.4,69,50,72,80,18.664022089,16.918013468,14.8383190883,15.2355820106,207,59,5
06/01/2020 18:30,254,42.3,52,202,0,0,15.7,52,42,80,80,17.7518106893,15.0222222222,14.9187857752,15.0694444444,198,54,2
06/01/2020 19:00,203,33.8,56,147,0,0,15.7,56,49,51,47,16.3722222222,19.5651154401,13.5919612795,13.1865079365,157,45,1
06/01/2020 19:30,158,26.3,33,125,0,0,14.6,42,37,36,43,14.619047619,14.8436507937,16.010989011,12.7437118437,130,26,2
06/01/2020 20:00,122,20.3,25,96,1,0,15.1,30,17,33,42,17.7119047619,15.6083333333,13.755952381,13.1382876383,95,26,2
06/01/2020 20:30,112,18.7,27,85,0,0,13.5,41,16,24,31,15.4480820106,14.5333333333,12.0555555556,11.9686507937,84,27,1
06/01/2020 21:00,106,17.7,25,80,1,0,14.7,28,17,31,30,15.4555555556,16.7944444444,12.8708333333,13.5263888889,61,42,3
06/01/2020 21:30,69,11.5,23,46,0,0,12.6,24,13,17,15,15.8472222222,16.8333333333,7.7222222222,9.9777777778,55,8,6
06/01/2020 22:00,46,7.7,8,38,0,0,10.7,13,10,7,16,19.4111111111,9.9722222222,4.75,8.5277777778,44,0,2
06/01/2020 22:30,45,7.5,10,35,0,0,9.9,12,8,11,14,13.5,7.0277777778,9.3055555556,9.7638888889,43,2,0
06/01/2020 23:00,31,5.2,9,22,0,0,8.3,10,5,4,12,12.5833333333,7.3333333333,3.5,9.7222222222,30,0,1
06/01/2020 23:30,26,4.3,6,20,0,0,8.1,10,5,1,10,14.2777777778,9.25,1.1666666667,7.5833333333,24,2,0
06/02/2020 00:00,9,1.5,3,6,0,0,2.3,6,0,0,3,5.25,0,0,4,8,1,0
06/02/2020 00:30,15,2.5,3,12,0,0,6.0,7,1,1,6,12.0833333333,5.6666666667,1.1666666667,5.1666666667,13,1,1
06/02/2020 01:00,7,1.2,2,5,0,0,2.6,4,0,1,2,2.9166666667,0,4.3333333333,3.1666666667,6,0,1
06/02/2020 01:30,10,1.7,2,8,0,0,2.5,1,1,2,6,1.3333333333,1.3333333333,2.3333333333,5,9,1,0
