,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2"," Zone 2"," Zone 3"," Zone 4"," Zone 5"," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
03/19/2020 04:30,4,0.7,0,3,0,2,0.6,1,0,2,0,1,0,0,0,1,0,3.5,0,0,0,0,0,0,0,0
03/19/2020 05:00,4,0.7,3,4,0,1,1.4,0,3,1,0,0,0,0,0,0,9.8333333333,1.5,0,0,0,0,0,0,0,0
03/19/2020 05:30,6,1.0,2,2,1,1,0.7,2,1,1,0,2,0,0,0,3,1.3333333333,1.3333333333,0,0,0,0,0,0,0,0
03/19/2020 06:00,7,1.2,5,5,0,3,1.0,0,3,3,1,0,0,0,0,0,4,3.3333333333,0.8333333333,0,0,0,0,0,0,0
03/19/2020 06:30,17,2.8,2,16,0,7,1.4,1,1,7,7,1,0,0,0,1.1666666667,1.5,5.6388888889,3.2666666667,0,0,0,0,0,0,0
03/19/2020 07:00,32,5.3,8,26,0,12,4.3,5,6,12,5,4,0,0,0,10.8333333333,6.0555555556,11.2361111111,6.4166666667,0,0,0,0,0,0,0
03/19/2020 07:30,33,5.5,15,22,1,8,4.8,4,9,8,8,4,0,0,0,4.9166666667,15.6666666667,7.1666666667,11,0,0,0,0,0,0,0
03/19/2020 08:00,82,13.7,24,55,0,13,7.3,18,8,20,17,13,6,0,0,12.6777777778,18.8333333333,11.6611111111,14.1388888889,0.8333333333,0.1666666667,0,0,0,0,0
03/19/2020 08:30,124,20.7,45,95,3,13,8.1,26,31,24,24,11,8,0,0,17.0365079365,18.4166666667,14.669047619,12.9305555556,1.5,0.5,0,0,0,0,0
03/19/2020 09:00,158,26.3,53,128,2,22,8.7,30,37,36,32,12,11,0,0,19.762962963,20.5256132756,12.4087962963,14.5952380952,2,0.5,0,0,0,0,0
03/19/2020 09:30,157,26.2,75,108,1,25,7.8,26,42,37,28,12,12,0,0,18.2138888889,15.9987373737,13.5175505051,13.4688492063,1.5,0,0,0,0,0,0
03/19/2020 10:00,183,30.5,67,127,0,30,8.2,24,39,49,36,16,19,0,0,18.9,15.8657828283,14.5249455338,15.1476190476,1.1666666667,0,0,0,0,0,0
03/19/2020 10:30,149,24.8,44,123,1,19,7.7,18,30,34,42,12,13,0,0,17.5583333333,16.5206349206,13.9357142857,12.7583333333,0.8333333333,0.3333333333,0,0,0,0,0
03/19/2020 11:00,145,24.2,50,110,0,28,7.2,24,29,38,32,13,9,0,0,15.1444444444,14.8597222222,13.373015873,12.7865079365,1.3333333333,0.1666666667,0,0,0,0,0
03/19/2020 11:30,183,30.5,58,133,2,32,7.7,30,34,44,42,23,10,0,0,15.4902777778,18.0601851852,13.9952380952,12.5205627706,1,0.3333333333,0,0,0,0,0
03/19/2020 12:00,216,36.0,72,163,0,36,8.6,36,46,52,46,20,16,0,0,19.6231481481,16.7795454545,15.3870828246,14.8131257631,2.3333333333,0,0,0,0,0,0
03/19/2020 12:30,185,30.8,67,130,1,33,8.4,38,39,43,31,25,9,0,0,19,19.3716931217,13.4232142857,13.3617724868,1.8333333333,0.1666666667,0,0,0,0,0
03/19/2020 13:00,234,39.0,91,153,3,34,8.7,47,48,49,45,31,14,0,0,19.3335137085,19.2646404521,13.9451566952,15.0496031746,1.8333333333,0.1666666667,0,0,0,0,0
03/19/2020 13:30,227,37.8,74,151,2,29,7.9,47,39,49,41,31,20,0,0,16.4872534873,17.0796296296,14.0328703704,13.7043650794,2.1666666667,0,0,0,0,0,0
03/19/2020 14:00,273,45.5,104,193,2,40,8.8,53,60,57,52,36,15,0,0,18.7236111111,19.1477693603,14.8055555556,14.6393939394,2.6666666667,0.3333333333,0,0,0,0,0
03/19/2020 14:30,180,30.0,49,131,0,0,7.7,47,46,41,46,0,0,0,0,17.3518518519,17.0404641655,13.2849206349,14.2654761905,0,0,0,0,126,52,2
03/19/2020 15:00,189,31.5,46,143,0,0,8.5,54,45,45,45,0,0,0,0,20.5283309283,17.941468254,14.0698412698,15.655952381,0,0,0,0,113,70,6
03/19/2020 15:30,175,29.2,38,137,0,0,8.0,44,28,48,55,0,0,0,0,16.9833333333,16.7055555556,14.9560846561,15.1193482443,0,0,0,0,109,65,1
03/19/2020 16:00,196,32.7,67,129,0,0,8.5,62,49,51,34,0,0,0,0,19.8809408184,18.3252886003,15.151963777,14.6623015873,0,0,0,0,111,77,8
03/19/2020 16:30,216,36.0,51,164,1,0,8.2,47,41,66,62,0,0,0,0,18.4682539683,17.8180555556,14.7984036797,14.3446803197,0,0,0,0,122,87,7
03/19/2020 17:00,256,42.7,63,193,0,0,8.4,57,60,70,69,0,0,0,0,17.9234006734,18.5084353147,15.5177375256,15.2524315282,0,0,0,0,136,113,7
03/19/2020 17:30,219,36.5,56,163,0,0,8.8,55,42,58,64,0,0,0,0,20.0065055315,19.4407407407,15.5147664835,15.3636039886,0,0,0,0,102,95,22
03/19/2020 18:00,261,43.5,61,200,0,0,8.7,68,56,69,68,0,0,0,0,20.6842948718,18.4749278499,15.0575396825,15.2761243386,0,0,0,0,175,73,13
03/19/2020 18:30,264,44.0,56,208,0,0,8.3,55,52,70,87,0,0,0,0,17.9186688312,18.0997150997,15.1587301587,15.1266483516,0,0,0,0,181,65,18
03/19/2020 19:00,200,33.3,37,163,0,0,9.0,38,38,57,67,0,0,0,0,18.8583333333,21.7184343434,16.2368506494,15.5746947497,0,0,0,0,130,61,9
03/19/2020 19:30,188,31.3,39,149,0,0,8.4,38,36,47,67,0,0,0,0,16.6041666667,20.0555555556,14.967989418,15.2067460317,0,0,0,0,107,71,10
03/19/2020 20:00,159,26.5,32,127,0,0,7.0,54,15,42,48,0,0,0,0,16.0701058201,13.2333333333,12.9445767196,13.4145502646,0,0,0,0,124,34,2
03/19/2020 20:30,112,18.7,29,83,0,0,7.9,24,29,24,35,0,0,0,0,19.4944444444,17.1277777778,14.0583333333,12.698989899,0,0,0,0,90,9,13
03/19/2020 21:00,110,18.3,25,85,0,0,5.7,31,12,26,41,0,0,0,0,12.6261904762,8.1428571429,12.0555555556,12.5833333333,0,0,0,0,105,1,4
03/19/2020 21:30,93,15.5,26,67,0,0,6.2,31,17,21,24,0,0,0,0,12.5625,16.2083333333,10.1055555556,11.0416666667,0,0,0,0,83,2,8
03/19/2020 22:00,62,10.3,13,49,0,0,5.5,15,4,19,24,0,0,0,0,18.4111111111,4.6666666667,10.2361111111,10.8444444444,0,0,0,0,54,4,4
03/19/2020 22:30,61,10.2,15,46,0,0,5.0,22,5,11,23,0,0,0,0,14.8805555556,6.6666666667,7.4722222222,10.7797619048,0,0,0,0,57,2,2
03/19/2020 23:00,30,5.0,4,26,0,0,2.6,9,1,2,18,0,0,0,0,4.1666666667,1.8333333333,5.3333333333,9.2777777778,0,0,0,0,30,0,0
03/19/2020 23:30,38,6.3,11,27,0,0,3.9,14,6,4,14,0,0,0,0,11.7444444444,7.0833333333,3.2222222222,8.9166666667,0,0,0,0,38,0,0
03/20/2020 00:00,14,2.3,3,11,0,0,1.8,6,0,1,7,0,0,0,0,8.1666666667,0,1,5.5,0,0,0,0,14,0,0
03/20/2020 00:30,16,2.7,7,9,0,0,2.5,7,4,0,5,0,0,0,0,7.1666666667,9.6666666667,0,2.8888888889,0,0,0,0,15,1,0
03/20/2020 01:00,16,2.7,2,14,0,0,1.8,5,0,4,7,0,0,0,0,5.3055555556,0,3.8333333333,5,0,0,0,0,14,1,1
03/20/2020 01:30,11,1.8,4,7,0,0,1.7,6,0,1,4,0,0,0,0,8.0277777778,0,1.5,4.0833333333,0,0,0,0,10,1,0
03/20/2020 02:00,6,1.0,2,4,0,0,1.0,1,1,1,3,0,0,0,0,1.5,1.1666666667,1,4,0,0,0,0,6,0,0
03/20/2020 02:30,1,0.2,1,0,0,0,0.2,1,0,0,0,0,0,0,0,1.6666666667,0,0,0,0,0,0,0,1,0,0
03/20/2020 03:00,5,0.8,0,5,0,0,0.9,0,0,2,3,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0
03/20/2020 03:30,9,1.5,2,7,0,0,1.7,1,2,1,5,0,0,0,0,1.6666666667,4.8333333333,1.1666666667,5.8333333333,0,0,0,0,8,1,0
03/20/2020 04:00,7,1.2,4,3,0,0,0.7,5,1,1,0,0,0,0,0,3,1.5,1,0,0,0,0,0,5,2,0
03/20/2020 04:30,7,1.2,3,4,0,0,0.6,3,0,0,4,0,0,0,0,2.8333333333,0,0,2.3333333333,0,0,0,0,2,3,2
03/20/2020 05:00,4,0.7,1,3,0,0,0.7,2,0,0,2,0,0,0,0,3,0,0,2.6666666667,0,0,0,0,4,0,0
03/20/2020 05:30,10,1.7,4,6,0,0,1.1,2,2,2,4,0,0,0,0,2.3333333333,2.8333333333,1.0833333333,2.8333333333,0,0,0,0,8,2,0
03/20/2020 06:00,6,1.0,2,4,0,0,0.9,1,1,1,3,0,0,0,0,1.5,1,1.5,3.3333333333,0,0,0,0,6,0,0
03/20/2020 06:30,11,1.8,4,7,0,0,1.1,3,3,2,3,0,0,0,0,2.1666666667,2.5,1.8333333333,2.1666666667,0,0,0,0,7,2,2
03/20/2020 07:00,25,4.2,8,16,1,0,3.0,5,7,4,9,0,0,0,0,5.8333333333,5.0555555556,4.6666666667,8.4444444444,0,0,0,0,20,3,2
03/20/2020 07:30,33,5.5,15,18,0,0,3.8,9,6,11,7,0,0,0,0,8.7,11.2222222222,5,5.0833333333,0,0,0,0,27,4,2
03/20/2020 08:00,66,11.0,19,47,0,0,6.2,13,19,17,17,0,0,0,0,15.3833333333,14,9.9642857143,10.1305555556,0,0,0,0,41,14,11
03/20/2020 08:30,97,16.2,26,71,0,0,8.0,27,26,22,22,0,0,0,0,17.6152777778,18.9206349206,15.1388888889,12.3861111111,0,0,0,0,61,28,8
03/20/2020 09:00,137,22.8,27,110,0,0,7.8,45,24,30,38,0,0,0,0,17.4125,16.5257936508,13.7018518519,14.6478354978,0,0,0,0,88,36,13
03/20/2020 09:30,119,19.8,21,98,0,0,7.6,35,18,28,38,0,0,0,0,15.9958333333,18.7972222222,13.1432539683,12.5023148148,0,0,0,0,67,43,9
03/20/2020 10:00,122,20.3,27,95,0,0,7.9,34,25,27,36,0,0,0,0,17.7595899471,16.5932539683,14.4277777778,14.1827380952,0,0,0,0,67,43,12
03/20/2020 10:30,141,23.5,24,117,0,0,8.4,27,22,43,49,0,0,0,0,21.8388888889,17.7361111111,12.6263888889,14.7179232804,0,0,0,0,90,41,12
03/20/2020 11:00,141,23.5,36,105,0,0,9.0,45,28,28,40,0,0,0,0,20.026984127,22.7833333333,15.0069444444,14.4421296296,0,0,0,0,91,43,7
03/20/2020 11:30,157,26.2,26,131,0,0,8.0,55,27,33,42,0,0,0,0,19.1132478632,15.9761904762,13.8918650794,15.3814814815,0,0,0,0,100,45,12
03/20/2020 12:00,160,26.7,35,124,1,0,7.7,53,30,36,41,0,0,0,0,16.5009324009,16.9261904762,13.5484126984,14.9953703704,0,0,0,0,109,45,6
03/20/2020 12:30,164,27.3,35,129,0,0,8.0,47,31,37,49,0,0,0,0,16.4291967292,19.0583333333,14.6317460317,14.0102120102,0,0,0,0,115,41,8
03/20/2020 13:00,180,30.0,47,133,0,0,8.2,54,34,41,51,0,0,0,0,20.6348096348,16.0833333333,14.5617521368,14.1273148148,0,0,0,0,112,63,5
03/20/2020 13:30,210,35.0,42,168,0,0,8.1,56,34,57,63,0,0,0,0,17.1856684982,17.1686507937,15.0715099715,15.2861111111,0,0,0,0,146,57,7
03/20/2020 14:00,230,38.3,62,168,0,0,8.5,68,51,43,68,0,0,0,0,19.3186955338,19.6801587302,14.1948051948,14.9803418803,0,0,0,0,159,64,7
03/20/2020 14:30,192,32.0,49,143,0,0,7.4,60,40,41,51,0,0,0,0,16.8908535909,14.1518518519,14.24498557,13.8168470418,0,0,0,0,144,40,8
03/20/2020 15:00,157,26.2,28,129,0,0,7.8,37,30,46,44,0,0,0,0,19.1268518519,16.0666666667,13.1980639731,13.7708333333,0,0,0,0,104,49,4
03/20/2020 15:30,166,27.7,43,123,0,0,8.0,40,36,43,47,0,0,0,0,17.4843406593,18.9968253968,13.6555555556,14.0041005291,0,0,0,0,112,49,5
03/20/2020 16:00,163,27.2,37,126,0,0,7.5,47,37,43,36,0,0,0,0,17.0277777778,16.2718253968,13.5947330447,12.9930555556,0,0,0,0,103,51,9
03/20/2020 16:30,215,35.8,55,160,0,0,8.6,59,48,58,50,0,0,0,0,19.7648351648,19.5793650794,14.9696428571,14.6699074074,0,0,0,0,148,63,5
03/20/2020 17:00,217,36.2,42,175,0,0,8.4,50,42,56,69,0,0,0,0,18.6375,18.654491342,15.6633644134,14.6240611241,0,0,0,0,163,50,5
03/20/2020 17:30,181,30.2,29,152,0,0,7.9,37,34,54,56,0,0,0,0,17.8763888889,15.1256613757,15.0069444444,14.9322270322,0,0,0,0,135,42,4
03/20/2020 18:00,232,38.7,31,200,1,0,8.4,54,29,77,72,0,0,0,0,18.9142857143,18.8638888889,14.7589667277,15.0236645299,0,0,0,0,163,65,4
03/20/2020 18:30,186,31.0,27,157,2,0,8.3,41,37,46,62,0,0,0,0,16.7708333333,18.8675925926,15.1358585859,15.4555555556,0,0,0,0,126,56,4
03/20/2020 19:00,182,30.3,33,149,0,0,7.4,44,33,51,54,0,0,0,0,15.1193722944,15.0182539683,14.4137987013,14.6711691087,0,0,0,0,134,44,4
03/20/2020 19:30,159,26.5,38,121,0,0,7.6,44,22,46,47,0,0,0,0,18.914021164,13.4246031746,14.3773809524,13.7991402116,0,0,0,0,126,30,3
03/20/2020 20:00,117,19.5,18,99,0,0,7.1,17,18,34,48,0,0,0,0,15.0833333333,15.0777777778,12.9291666667,13.5927729678,0,0,0,0,90,26,1
03/20/2020 20:30,86,14.3,21,65,0,0,6.5,26,16,18,26,0,0,0,0,15.1920634921,13.1388888889,11.4166666667,12.1611111111,0,0,0,0,61,15,10
03/20/2020 21:00,73,12.2,15,58,0,0,5.6,18,13,17,25,0,0,0,0,10.2301587302,13.8611111111,9.0972222222,11.6388888889,0,0,0,0,66,2,5
03/20/2020 21:30,62,10.3,7,55,0,0,7.4,10,7,14,31,0,0,0,0,16.2222222222,19.25,11.7777777778,12.2708333333,0,0,0,0,58,0,4
03/20/2020 22:00,60,10.0,15,45,0,0,5.9,19,7,17,17,0,0,0,0,10.9916666667,12.6944444444,13.1111111111,10.5527777778,0,0,0,0,52,4,4
03/20/2020 22:30,44,7.3,4,40,0,0,4.1,12,4,9,19,0,0,0,0,11.3333333333,4.9166666667,8.0277777778,8.7638888889,0,0,0,0,43,0,1
03/20/2020 23:00,21,3.5,5,16,0,0,3.3,8,3,5,5,0,0,0,0,13.5,3.5,4.5,4.7777777778,0,0,0,0,18,2,1
03/20/2020 23:30,24,4.0,4,20,0,0,3.1,5,2,3,14,0,0,0,0,5.5,8.5,3.5,7.3333333333,0,0,0,0,22,2,0
03/21/2020 00:00,15,2.5,8,7,0,0,2.1,12,1,1,1,0,0,0,0,11.7166666667,2,1.8333333333,1.1666666667,0,0,0,0,15,0,0
03/21/2020 00:30,16,2.7,3,13,0,0,2.3,4,4,0,8,0,0,0,0,9,5,0,4.75,0,0,0,0,16,0,0
03/21/2020 01:00,14,2.3,5,9,0,0,1.7,6,1,1,6,0,0,0,0,5.1111111111,1.6666666667,1.1666666667,5.8333333333,0,0,0,0,13,0,1
03/21/2020 01:30,3,0.5,1,2,0,0,0.5,1,0,1,1,0,0,0,0,1.5,0,1.1666666667,1.3333333333,0,0,0,0,3,0,0
03/21/2020 02:00,8,1.3,1,7,0,0,1.3,5,0,1,2,0,0,0,0,6.1666666667,0,1.6666666667,2.5,0,0,0,0,8,0,0
03/21/2020 02:30,6,1.0,1,5,0,0,0.7,3,0,0,3,0,0,0,0,2.25,0,0,3.5,0,0,0,0,6,0,0
03/21/2020 03:00,4,0.7,0,4,0,0,0.8,0,1,1,2,0,0,0,0,0,1.8333333333,1.5,3,0,0,0,0,4,0,0
03/21/2020 03:30,8,1.3,2,6,0,0,1.4,3,1,0,4,0,0,0,0,4.5833333333,3.1666666667,0,3.6666666667,0,0,0,0,8,0,0
03/21/2020 04:00,7,1.2,1,5,1,0,0.9,3,1,2,1,0,0,0,0,4.5,0.5,1.25,1.3333333333,0,0,0,0,7,0,0
03/21/2020 04:30,4,0.7,1,3,0,0,0.7,1,1,0,2,0,0,0,0,1.1666666667,1.1666666667,0,3,0,0,0,0,4,0,0
03/21/2020 05:00,5,0.8,1,4,0,0,1.7,1,1,1,2,0,0,0,0,1.3333333333,8.3333333333,1.3333333333,2.5,0,0,0,0,5,0,0
03/21/2020 05:30,6,1.0,2,4,0,0,0.8,3,0,1,2,0,0,0,0,2.8333333333,0,1.3333333333,2.25,0,0,0,0,6,0,0
03/21/2020 06:00,9,1.5,3,6,0,0,1.3,4,0,2,3,0,0,0,0,6.1666666667,0,2.1666666667,2.4166666667,0,0,0,0,8,0,1
03/21/2020 06:30,4,0.7,1,3,0,0,0.7,2,1,0,1,0,0,0,0,2.6666666667,1.3333333333,0,1.6666666667,0,0,0,0,4,0,0
03/21/2020 07:00,21,3.5,4,17,0,0,3.1,6,1,6,8,0,0,0,0,5,2.3333333333,11,6.5277777778,0,0,0,0,18,1,2
03/21/2020 07:30,20,3.3,2,18,0,0,3.2,2,2,5,11,0,0,0,0,6.6666666667,3,5,10.8333333333,0,0,0,0,19,0,1
03/21/2020 08:00,24,4.0,4,20,0,0,5.6,5,5,5,9,0,0,0,0,15.3333333333,11.6666666667,9.25,8.4166666667,0,0,0,0,17,6,1
03/21/2020 08:30,45,7.5,4,41,0,0,5.8,10,3,14,18,0,0,0,0,18.4166666667,5.6666666667,10.0694444444,11.9861111111,0,0,0,0,37,8,0
03/21/2020 09:00,72,12.0,16,56,0,0,6.2,23,8,20,21,0,0,0,0,18.5138888889,6.7222222222,12.1805555556,11.9916666667,0,0,0,0,51,20,1
03/21/2020 09:30,85,14.2,11,74,0,0,7.5,22,10,28,25,0,0,0,0,19.3861111111,14.2777777778,12.7388888889,13.9833333333,0,0,0,0,56,20,9
03/21/2020 10:00,79,13.2,11,68,0,0,7.2,24,9,15,31,0,0,0,0,15.2,16.8333333333,12.4611111111,13.3958333333,0,0,0,0,63,14,2
03/21/2020 10:30,82,13.7,6,76,0,0,5.6,18,11,24,29,0,0,0,0,10.0916666667,9.7916666667,12.65,11.9452380952,0,0,0,0,61,18,3
03/21/2020 11:00,140,23.3,23,117,0,0,7.4,29,24,40,47,0,0,0,0,13.9513888889,17.3130952381,13.458994709,14.6928571429,0,0,0,0,100,37,3
03/21/2020 11:30,114,19.0,17,97,0,0,7.8,29,16,32,37,0,0,0,0,17.4652777778,14.8055555556,15.6458333333,14.0952380952,0,0,0,0,81,30,3
03/21/2020 12:00,145,24.2,22,123,0,0,7.6,31,32,39,43,0,0,0,0,15.9527777778,15.1583333333,14.4880291005,14.8236111111,0,0,0,0,85,51,9
03/21/2020 12:30,168,28.0,37,131,0,0,7.7,46,32,37,53,0,0,0,0,18.335978836,14.0652777778,13.9305555556,15.259018759,0,0,0,0,107,56,5
03/21/2020 13:00,154,25.7,23,131,0,0,8.1,40,24,41,49,0,0,0,0,17.0069264069,15.625,16.1633597884,15.8561568062,0,0,0,0,97,50,7
03/21/2020 13:30,186,31.0,42,144,0,0,8.0,51,39,48,48,0,0,0,0,17.9206349206,17.4555555556,13.8327922078,14.6461700337,0,0,0,0,112,69,5
03/21/2020 14:00,158,26.3,33,125,0,0,7.6,37,29,44,48,0,0,0,0,15.4277777778,16.9027777778,14.1921296296,14.244047619,0,0,0,0,96,53,9
03/21/2020 14:30,162,27.0,38,124,0,0,7.8,51,29,36,46,0,0,0,0,20.5083333333,14.3694444444,13.9777777778,13.4992063492,0,0,0,0,95,62,5
03/21/2020 15:00,160,26.7,42,118,0,0,7.8,45,24,44,47,0,0,0,0,19.5489417989,15.9428571429,13.0354497354,14.1351495726,0,0,0,0,104,47,9
03/21/2020 15:30,155,25.8,32,123,0,0,7.3,44,30,33,48,0,0,0,0,16.405971806,15.6847222222,12.6892857143,13.3531746032,0,0,0,0,121,29,5
03/21/2020 16:00,160,26.7,23,137,0,0,7.5,39,29,48,44,0,0,0,0,16.3863095238,16.3273809524,13.7614316239,13.8023148148,0,0,0,0,132,25,3
03/21/2020 16:30,163,27.2,36,127,0,0,7.6,42,26,43,52,0,0,0,0,17.5246031746,16.5218253968,13.5240740741,13.1152116402,0,0,0,0,136,25,2
03/21/2020 17:00,138,23.0,29,106,3,0,7.5,27,27,36,48,0,0,0,0,18.6388888889,14.6361111111,12.5041666667,14.1167748918,0,0,0,0,117,20,1
03/21/2020 17:30,137,22.8,30,107,0,0,6.6,41,11,47,38,0,0,0,0,15.8166666667,13.25,11.7507936508,12.0470238095,0,0,0,0,120,14,3
03/21/2020 18:00,138,23.0,24,114,0,0,7.3,38,22,33,45,0,0,0,0,17.2625,14.5444444444,13.2906746032,13.4416666667,0,0,0,0,86,41,11
03/21/2020 18:30,138,23.0,26,112,0,0,7.3,31,32,36,39,0,0,0,0,17.2,14.0740740741,13.3169312169,13.5420634921,0,0,0,0,98,32,8
03/21/2020 19:00,119,19.8,28,91,0,0,7.8,40,24,23,32,0,0,0,0,20.1422619048,15.1666666667,13.878968254,13.0236111111,0,0,0,0,70,45,4
03/21/2020 19:30,113,18.8,16,97,0,0,7.1,31,18,26,38,0,0,0,0,15.3861111111,16.4055555556,12.2238095238,12.9097222222,0,0,0,0,86,26,1
03/21/2020 20:00,103,17.2,23,80,0,0,7.2,32,17,20,34,0,0,0,0,20.5486111111,12.2,11.9888888889,12.8650793651,0,0,0,0,79,24,0
03/21/2020 20:30,88,14.7,20,68,0,0,6.7,21,23,16,28,0,0,0,0,15.8861111111,18.3615079365,8.8361111111,10.8178571429,0,0,0,0,70,10,8
03/21/2020 21:00,59,9.8,20,39,0,0,5.3,21,12,8,18,0,0,0,0,11.1611111111,15.5277777778,7.0555555556,8.8472222222,0,0,0,0,50,4,5
03/21/2020 21:30,60,10.0,18,42,0,0,6.3,18,11,10,21,0,0,0,0,13.45,17.8333333333,10.0833333333,9.2083333333,0,0,0,0,57,0,3
03/21/2020 22:00,42,7.0,14,27,1,0,4.2,17,8,7,10,0,0,0,0,10.5722222222,11.1666666667,3.9166666667,7.7083333333,0,0,0,0,36,1,5
03/21/2020 22:30,42,7.0,10,32,0,0,3.7,11,10,8,13,0,0,0,0,9.5833333333,4.8111111111,6.5,8.9722222222,0,0,0,0,37,2,3
03/21/2020 23:00,21,3.5,5,16,0,0,4.4,6,5,3,7,0,0,0,0,16.9166666667,5,4,9.25,0,0,0,0,20,1,0
03/21/2020 23:30,24,4.0,6,18,0,0,2.9,10,2,4,8,0,0,0,0,7.6944444444,2.8333333333,5.6666666667,6.9583333333,0,0,0,0,21,2,1
03/22/2020 00:00,18,3.0,6,12,0,0,2.7,9,4,0,5,0,0,0,0,9.7833333333,6.9166666667,0,4.5555555556,0,0,0,0,18,0,0
03/22/2020 00:30,11,1.8,1,10,0,0,1.4,3,2,0,6,0,0,0,0,5,1.5,0,4.3055555556,0,0,0,0,11,0,0
03/22/2020 01:00,10,1.7,2,8,0,0,1.1,4,3,0,3,0,0,0,0,2.3333333333,3.0833333333,0,3.5,0,0,0,0,10,0,0
03/22/2020 01:30,13,2.2,4,9,0,0,2.0,5,1,1,6,0,0,0,0,5.7777777778,1.3333333333,1,7.5833333333,0,0,0,0,12,1,0
03/22/2020 02:00,3,0.5,0,3,0,0,0.5,0,0,1,2,0,0,0,0,0,0,0.8333333333,2.8333333333,0,0,0,0,2,1,0
03/22/2020 02:30,5,0.8,1,4,0,0,0.8,3,0,1,1,0,0,0,0,3.3333333333,0,1.5,1.1666666667,0,0,0,0,5,0,0
03/22/2020 03:00,3,0.5,1,2,0,0,0.6,1,0,1,1,0,0,0,0,1.1666666667,0,1.6666666667,1.6666666667,0,0,0,0,3,0,0
03/22/2020 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/22/2020 04:00,4,0.7,0,4,0,0,0.5,0,1,1,2,0,0,0,0,0,1,1.1666666667,2,0,0,0,0,4,0,0
03/22/2020 04:30,5,0.8,2,3,0,0,0.8,1,1,0,3,0,0,0,0,1.5,1.5,0,3.5,0,0,0,0,4,0,1
03/22/2020 05:00,1,0.2,0,1,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,1.3333333333,0,0,0,0,1,0,0
03/22/2020 05:30,3,0.5,1,2,0,0,0.3,1,0,0,2,0,0,0,0,1.3333333333,0,0,1.3333333333,0,0,0,0,3,0,0
03/22/2020 06:00,3,0.5,0,3,0,0,0.5,0,0,1,2,0,0,0,0,0,0,1.1666666667,2.5,0,0,0,0,3,0,0
03/22/2020 06:30,1,0.2,0,1,0,0,0.1,1,0,0,0,0,0,0,0,0.8333333333,0,0,0,0,0,0,0,1,0,0
03/22/2020 07:00,11,1.8,2,9,0,0,1.2,3,1,1,6,0,0,0,0,4,0.8333333333,1.5,3.625,0,0,0,0,10,1,0
03/22/2020 07:30,15,2.5,3,12,0,0,2.2,4,0,4,7,0,0,0,0,5.75,0,4.3333333333,7.25,0,0,0,0,15,0,0
03/22/2020 08:00,11,1.8,2,9,0,0,1.8,2,3,1,5,0,0,0,0,3.8333333333,4.0833333333,1.6666666667,5.1666666667,0,0,0,0,7,4,0
03/22/2020 08:30,31,5.2,8,21,2,0,3.7,9,7,8,7,0,0,0,0,7.75,5.2333333333,7.75,9,0,0,0,0,30,1,0
03/22/2020 09:00,59,9.8,13,46,0,0,5.8,20,8,10,21,0,0,0,0,14.6865079365,11.1111111111,8.9166666667,11.625,0,0,0,0,52,7,0
03/22/2020 09:30,57,9.5,6,51,0,0,4.2,8,9,15,25,0,0,0,0,5.3888888889,9.7222222222,9.5694444444,8.9869047619,0,0,0,0,45,12,0
03/22/2020 10:00,74,12.3,11,63,0,0,8.2,23,9,20,22,0,0,0,0,16.2833333333,20.0555555556,16.4861111111,12.7281746032,0,0,0,0,59,14,1
03/22/2020 10:30,80,13.3,20,60,0,0,7.8,26,11,21,22,0,0,0,0,21.3055555556,20.0416666667,10.9166666667,9.7908730159,0,0,0,0,56,21,3
03/22/2020 11:00,76,12.7,9,67,0,0,7.2,17,13,19,27,0,0,0,0,15.8194444444,15.6388888889,14.4611111111,11.9305555556,0,0,0,0,59,12,5
03/22/2020 11:30,103,17.2,19,84,0,0,7.5,24,26,21,32,0,0,0,0,16.3333333333,19.3206349206,11.5603174603,13.0874819625,0,0,0,0,72,27,4
03/22/2020 12:00,93,15.5,15,78,0,0,6.8,23,18,26,26,0,0,0,0,18.4861111111,9.3055555556,13.6011904762,13.2063492063,0,0,0,0,75,15,3
03/22/2020 12:30,101,16.8,22,79,0,0,8.0,30,15,26,30,0,0,0,0,15.5099206349,21.3055555556,13.7587301587,13.2666666667,0,0,0,0,68,27,6
03/22/2020 13:00,108,18.0,12,95,1,0,7.5,31,13,24,40,0,0,0,0,15.0888888889,17.0138888889,13.6583333333,14.4699074074,0,0,0,0,72,28,8
03/22/2020 13:30,151,25.2,23,128,0,0,8.0,44,25,40,42,0,0,0,0,19.078042328,16.4166666667,13.607010582,14.8958333333,0,0,0,0,105,43,3
03/22/2020 14:00,142,23.7,32,110,0,0,7.3,38,29,35,40,0,0,0,0,15.2383116883,16.3761904762,13.4023809524,13.3862433862,0,0,0,0,103,37,2
