,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
01/01/2020 00:30,31,5.2,11,20,0,0,6.5,9,13,4,5,7.25,10,4,4.9166666667,28,2,1
01/01/2020 01:00,22,3.7,6,16,0,0,6.8,4,5,9,4,11.5,4.4166666667,5.6666666667,5.75,20,1,1
01/01/2020 01:30,35,5.8,7,28,0,0,9.6,3,12,12,8,6.1666666667,13.6388888889,11,7.4722222222,33,0,2
01/01/2020 02:00,32,5.3,5,27,0,0,6.5,3,9,14,6,2.75,9.8333333333,7.6111111111,5.6666666667,31,0,1
01/01/2020 02:30,22,3.7,4,18,0,0,5.0,2,5,11,4,2,7,8.3333333333,2.75,21,0,1
01/01/2020 03:00,20,3.3,2,18,0,0,5.5,1,3,12,4,2,3,9.0138888889,8.1666666667,20,0,0
01/01/2020 03:30,18,3.0,6,12,0,0,3.5,1,8,6,3,1.1666666667,5.5555555556,5.4166666667,1.8333333333,15,2,1
01/01/2020 04:00,8,1.3,2,6,0,0,3.8,0,2,5,1,0,3.3333333333,7.4166666667,4.3333333333,8,0,0
01/01/2020 04:30,8,1.3,3,5,0,0,2.1,0,4,4,0,0,4.3333333333,4,0,8,0,0
01/01/2020 05:00,6,1.0,2,4,0,0,4.3,0,2,3,1,0,12.8333333333,2.8333333333,1.6666666667,6,0,0
01/01/2020 05:30,3,0.5,1,2,0,0,0.8,0,2,0,1,0,1.8333333333,0,1.3333333333,3,0,0
01/01/2020 06:00,6,1.0,1,5,0,0,2.0,1,1,3,1,3.8333333333,1.3333333333,1.6111111111,1.1666666667,6,0,0
01/01/2020 06:30,8,1.3,2,6,0,0,2.6,2,3,3,0,3.8333333333,3.8333333333,2.8333333333,0,8,0,0
01/01/2020 07:00,12,2.0,2,10,0,0,4.0,5,0,5,2,5.6666666667,0,7.3333333333,2.8333333333,12,0,0
01/01/2020 07:30,15,2.5,3,12,0,0,5.3,3,1,9,2,8,1.6666666667,9.0833333333,2.5,15,0,0
01/01/2020 08:00,24,4.0,7,17,0,0,6.5,8,7,7,2,8.8333333333,7.0833333333,8.5,1.4166666667,20,4,0
01/01/2020 08:30,33,5.5,10,23,0,0,10.5,8,9,8,8,8.75,13.8888888889,9.0555555556,10.25,27,4,2
01/01/2020 09:00,43,7.2,6,37,0,0,12.5,11,9,16,7,13,14.0555555556,14.3333333333,8.4444444444,35,8,0
01/01/2020 09:30,34,5.7,8,26,0,0,9.3,10,5,14,5,11.9722222222,8.5,9.3611111111,7.4166666667,28,6,0
01/01/2020 10:00,44,7.3,6,38,0,0,10.2,12,14,12,6,12.4166666667,12.4583333333,10.3333333333,5.6666666667,39,4,1
01/01/2020 10:30,67,11.2,13,54,0,0,11.6,15,18,19,15,11.4166666667,11.5277777778,12.5,11.1055555556,57,10,0
01/01/2020 11:00,88,14.7,21,67,0,0,13.0,24,25,23,16,13.4285714286,14.8722222222,11.25,12.2638888889,74,11,3
01/01/2020 11:30,93,15.5,16,77,0,0,14.1,28,20,30,15,13.4027777778,14.55,13.5962301587,14.6833333333,82,11,0
01/01/2020 12:00,123,20.5,17,106,0,0,13.8,27,30,41,25,12.3630952381,16.9613095238,13.426984127,12.5873015873,104,16,3
01/01/2020 12:30,122,20.3,16,106,0,0,13.7,31,27,34,30,12.2152777778,14.9781746032,12.8416666667,14.8253968254,102,17,3
01/01/2020 13:00,151,25.2,32,118,1,0,13.0,31,49,44,27,14.0134920635,13.6739094239,12.625,11.8535714286,123,21,7
01/01/2020 13:30,157,26.2,35,122,0,0,14.0,42,36,44,35,14.2544973545,14.6958333333,13.1698412698,13.825,135,15,7
01/01/2020 14:00,149,24.8,39,110,0,0,15.4,37,47,38,27,16.3916666667,17.2855820106,13.6064814815,14.4398148148,115,30,4
01/01/2020 14:30,155,25.8,37,118,0,0,13.8,36,44,48,27,14.5942279942,14.1009259259,13.1702380952,13.5,126,25,4
01/01/2020 15:00,168,28.0,44,123,1,0,13.7,40,54,43,31,12.5866910867,15.4619047619,12.925,13.6319444444,143,15,10
01/01/2020 15:30,141,23.5,59,82,0,0,13.5,29,54,32,26,13.3625,15.1950396825,12.8666666667,12.5944444444,126,9,6
01/01/2020 16:00,161,26.8,52,109,0,0,14.0,40,57,38,26,16.794973545,15.7013888889,11.5452380952,11.8420634921,142,16,3
01/01/2020 16:30,163,27.2,54,109,0,0,12.8,38,58,38,29,13.5182539683,14.8953315203,10.7968253968,12.125,155,5,3
01/01/2020 17:00,145,24.2,43,102,0,0,14.4,31,42,38,34,17.6273148148,16.9011724387,11.630952381,11.473015873,120,15,10
