,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
01/22/2020 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 08:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 08:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 09:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 09:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 10:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 10:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 11:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 11:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 12:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 12:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 13:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 13:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 14:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 14:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 15:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 15:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 16:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 16:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 17:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 17:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 18:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 18:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 19:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
01/22/2020 19:30,97,16.2,19,78,0,0,5.6,20,23,26,28,6.6721611722,6.0340909091,4.8965141612,4.7351851852,92,1,4
01/22/2020 20:00,222,37.0,56,166,0,0,15.2,40,48,66,68,16.985515873,15.4376863877,13.6435606061,14.8999278499,205,4,13
01/22/2020 20:30,163,27.2,54,109,0,0,13.6,29,43,49,42,12.3796296296,16.3534451659,12.6080808081,13.0625,150,2,11
01/22/2020 21:00,140,23.3,31,109,0,0,12.8,22,37,43,38,10.6777777778,15.8799603175,11.926984127,12.5505952381,134,1,5
01/22/2020 21:30,90,15.0,25,65,0,0,14.1,22,22,23,23,18.4507936508,15.7736111111,10.9722222222,11.1083333333,83,1,6
01/22/2020 22:00,107,17.8,21,86,0,0,12.8,18,28,30,31,13.4722222222,13.4824074074,11.7317460317,12.6888888889,97,5,5
01/22/2020 22:30,75,12.5,17,58,0,0,13.0,8,25,19,23,16.3333333333,13.4805555556,10.8277777778,11.2932539683,65,4,6
01/22/2020 23:00,57,9.5,12,44,1,0,9.9,8,16,18,15,7.3055555556,13.2638888889,8.4875,10.5277777778,53,1,3
01/22/2020 23:30,38,6.3,7,31,0,0,10.1,4,11,19,4,9.8333333333,17.1666666667,10.6861111111,2.5555555556,34,1,3
01/23/2020 00:00,27,4.5,8,19,0,0,6.3,5,9,11,2,6.1666666667,9.4166666667,6.5833333333,3,26,0,1
01/23/2020 00:30,20,3.3,4,16,0,0,6.4,4,7,6,3,3.6666666667,11.2777777778,6.9166666667,3.6666666667,18,0,2
01/23/2020 01:00,17,2.8,2,15,0,0,4.0,6,3,6,2,4.0277777778,3.5,5.8333333333,2.6666666667,15,0,2
01/23/2020 01:30,14,2.3,3,11,0,0,2.9,4,4,5,1,2.1666666667,4.2222222222,4,1.1666666667,13,0,1
01/23/2020 02:00,6,1.0,0,6,0,0,1.5,0,1,4,1,0,1.5,3.8333333333,0.8333333333,6,0,0
01/23/2020 02:30,4,0.7,1,3,0,0,0.7,0,2,2,0,0,1.5833333333,1.1666666667,0,4,0,0
01/23/2020 03:00,3,0.5,0,3,0,0,1.1,0,0,2,1,0,0,3.1666666667,1.3333333333,3,0,0
01/23/2020 03:30,12,2.0,0,12,0,0,3.0,0,3,7,2,0,1.5555555556,8.0833333333,2.3333333333,12,0,0
01/23/2020 04:00,10,1.7,3,7,0,0,4.1,3,2,4,1,8.8333333333,2.6666666667,3.5833333333,1.1666666667,9,1,0
01/23/2020 04:30,8,1.3,3,5,0,0,2.5,1,1,4,2,1.3333333333,1.5,4.5,2.6666666667,8,0,0
01/23/2020 05:00,5,0.8,1,4,0,0,1.8,0,2,2,1,0,3.3333333333,2.8333333333,0.8333333333,5,0,0
01/23/2020 05:30,7,1.2,2,5,0,0,1.6,2,1,4,0,1.1666666667,1,4.0833333333,0,6,1,0
01/23/2020 06:00,18,3.0,5,13,0,0,4.8,2,8,5,3,5.0833333333,7.5,4.5833333333,1.9166666667,18,0,0
01/23/2020 06:30,26,4.3,5,21,0,0,7.0,6,8,7,5,7.6666666667,9.7222222222,6.1388888889,4.5833333333,24,0,2
01/23/2020 07:00,39,6.5,7,32,0,0,8.5,9,10,13,7,11.625,6.6527777778,7.6666666667,7.9,37,0,2
01/23/2020 07:30,49,8.2,8,41,0,0,12.2,12,11,13,13,12.6527777778,16.025,9.5555555556,10.4583333333,45,1,3
01/23/2020 08:00,99,16.5,24,75,0,0,15.7,22,26,31,20,20.45,16.2986111111,13.3472222222,12.8388888889,59,23,17
01/23/2020 08:30,179,29.8,42,137,0,0,19.1,33,45,54,47,18.1462962963,26.0928571429,16.1502525253,16.0377104377,112,50,17
01/23/2020 09:00,383,63.8,101,282,0,0,20.3,70,104,97,112,20.8501613038,24.0178632723,17.828202313,18.5324286727,226,125,32
01/23/2020 09:30,404,67.3,96,308,0,0,21.1,94,115,98,97,23.9270990447,25.6192429166,17.8127967213,16.8602948343,247,119,38
01/23/2020 10:00,371,61.8,91,280,0,0,18.8,79,112,92,88,19.4270370153,21.4358099985,17.3480818846,16.9972222222,227,104,40
01/23/2020 10:30,229,38.2,44,185,0,0,16.7,48,57,64,60,16.175,18.0333002646,15.4766624579,16.9780626781,129,77,23
01/23/2020 11:00,211,35.2,35,175,1,0,16.5,53,51,56,51,17.3228715729,19.2488247863,14.1838827839,15.2362313612,141,58,12
01/23/2020 11:30,189,31.5,47,141,1,0,14.8,53,60,43,33,14.932034632,18.2492201426,13.222027972,12.7408730159,156,27,6
01/23/2020 12:00,229,38.2,57,171,1,0,16.6,54,70,58,47,15.9684944685,19.213476874,15.0538461538,16.0825396825,182,38,9
01/23/2020 12:30,288,48.0,61,227,0,0,16.4,64,82,78,64,17.4876253376,18.0352758353,14.7453703704,15.3857142857,217,57,14
01/23/2020 13:00,332,55.3,88,244,0,0,16.6,75,91,90,76,16.9901937931,19.4516317016,14.92004662,15.1437229437,251,69,12
01/23/2020 13:30,274,45.7,65,207,2,0,16.3,55,84,72,63,15.7930345118,18.6670711233,14.9327762923,15.7752201502,205,60,9
01/23/2020 14:00,279,46.5,72,206,1,0,16.8,53,88,76,62,17.7905122655,20.0128676471,15.0937479187,14.2474747475,222,48,9
01/23/2020 14:30,243,40.5,70,173,0,0,15.9,52,64,68,59,16.7936507937,17.5033068783,14.8422931235,14.3568376068,198,39,7
01/23/2020 15:00,264,44.0,55,209,0,0,16.0,60,74,64,66,16.5381192881,18.1839105339,14.6804445554,14.4951048951,230,29,5
01/23/2020 15:30,263,43.8,61,202,0,0,16.0,40,74,78,71,17.3393698894,16.7159009972,14.8805004937,15.1416157916,226,30,7
01/23/2020 16:00,302,50.3,78,224,0,0,16.5,58,77,88,79,17.4421296296,18.0881979132,15.6549074074,14.9832447142,259,37,6
01/23/2020 16:30,281,46.8,64,217,0,0,15.8,53,74,84,70,14.9462962963,17.9520792933,15.6976403112,14.5817145817,262,16,3
01/23/2020 17:00,329,54.8,108,221,0,0,17.0,83,62,82,102,18.5913089226,17.6342796093,15.4689056178,16.1789141414,301,24,4
01/23/2020 17:30,377,62.8,128,249,0,0,18.4,85,86,99,107,19.7302054155,21.1091762039,16.3713345865,16.1913720539,277,61,39
01/23/2020 18:00,298,49.7,76,222,0,0,19.8,95,108,53,42,22.8885269751,21.6341008772,16.4932659933,18.0861111111,262,29,8
01/23/2020 18:30,511,85.2,139,372,0,0,20.9,100,94,143,174,23.7064041031,23.3982804233,18.2378951149,18.1001010936,198,207,106
01/23/2020 19:00,583,97.2,172,411,0,0,20.1,103,115,170,195,22.2981150794,23.3487182915,17.9297203563,16.8518956456,485,45,53
01/23/2020 19:30,369,61.5,106,263,0,0,17.4,68,80,106,115,18.7611111111,18.3831327986,16.3022480787,16.1544871795,358,1,10
01/23/2020 20:00,242,40.3,56,186,0,0,14.4,39,51,80,72,13.6976911977,16.161965812,13.4433609555,14.1853715729,232,1,9
01/23/2020 20:30,124,20.7,37,87,0,0,11.8,20,39,31,34,10.0654761905,12.930952381,11.0666666667,13.1361111111,110,3,11
01/23/2020 21:00,127,21.2,33,94,0,0,13.4,21,40,35,31,16.3317460317,14.6274928775,11.7103174603,10.7944444444,119,0,8
01/23/2020 21:30,112,18.7,29,83,0,0,12.0,17,29,36,30,9.6444444444,14.2152777778,12.1416666667,12.0333333333,103,2,7
01/23/2020 22:00,83,13.8,20,63,0,0,12.8,15,24,30,14,11.3888888889,11.5111111111,11.5654761905,16.7222222222,74,2,7
01/23/2020 22:30,61,10.2,14,47,0,0,10.6,6,20,18,17,10.8333333333,10.9222222222,10.4861111111,10.0361111111,56,1,4
01/23/2020 23:00,55,9.2,12,43,0,0,9.6,6,16,17,16,6.5,11.7777777778,10.8611111111,9.1222222222,50,1,4
01/23/2020 23:30,30,5.0,6,24,0,0,6.3,5,8,9,8,5.4166666667,5.75,5.75,8.4166666667,25,2,3
01/24/2020 00:00,51,8.5,14,37,0,0,9.1,7,16,22,6,5.8333333333,15.3333333333,9.8416666667,5.4166666667,46,2,3
01/24/2020 00:30,31,5.2,8,23,0,0,7.7,6,12,9,4,10.75,8.6666666667,5.6944444444,5.6666666667,28,1,2
01/24/2020 01:00,12,2.0,5,7,0,0,4.5,5,2,4,1,9.9166666667,2.3333333333,4.4166666667,1.1666666667,10,1,1
01/24/2020 01:30,16,2.7,3,13,0,0,3.9,3,2,9,2,3.8333333333,2.3333333333,6.6666666667,2.8333333333,13,2,1
01/24/2020 02:00,7,1.2,1,6,0,0,1.5,1,1,4,1,0.5,1.6666666667,3.0833333333,0.8333333333,7,0,0
01/24/2020 02:30,4,0.7,0,4,0,0,1.5,1,0,2,1,1.5,0,3.1666666667,1.1666666667,4,0,0
01/24/2020 03:00,8,1.3,0,8,0,0,2.5,1,3,3,1,1.3333333333,4,3.0833333333,1.5,8,0,0
01/24/2020 03:30,9,1.5,1,8,0,0,3.6,1,1,2,5,1.8333333333,5.5,2.5,4.6666666667,8,0,1
01/24/2020 04:00,15,2.5,3,12,0,0,3.0,1,6,7,1,1.6666666667,5.0555555556,4.0833333333,1.3333333333,14,1,0
01/24/2020 04:30,2,0.3,1,1,0,0,0.6,1,1,0,0,1.1666666667,1.3333333333,0,0,1,1,0
01/24/2020 05:00,9,1.5,5,4,0,0,2.6,2,5,2,0,1.6666666667,6.5,2.1666666667,0,8,0,1
01/24/2020 05:30,9,1.5,3,6,0,0,2.5,2,3,3,1,2,2,5.1666666667,0.8333333333,8,1,0
