,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2"," 04 Eb Through #1"," 04 Eb Through #3"," 07 Eb Left Turn #1"," 07 Eb Left Turn #2",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
06/26/2020 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
06/26/2020 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
