,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
02/29/2020 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 08:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 08:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 09:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 09:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 10:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 10:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
02/29/2020 11:00,195,32.5,61,134,0,0,18.3,41,47,57,50,20.3814814815,21.503968254,16.2673141673,15.0205026455,84,93,18
02/29/2020 11:30,191,31.8,47,144,0,0,15.9,48,47,55,41,18.0342592593,17.0822751323,15.0003968254,13.3125,121,59,11
02/29/2020 12:00,210,35.0,68,141,1,0,18.3,53,54,60,43,19.5166666667,21.7746438746,15.9794973545,15.9722222222,88,105,17
02/29/2020 12:30,237,39.5,58,179,0,0,16.7,48,60,69,60,17.7222222222,18.6716630592,15.0443121693,15.3170995671,122,104,11
02/29/2020 13:00,251,41.8,75,176,0,0,17.3,49,75,74,53,18.7527777778,20.5962754107,15.5038543328,14.1847282347,118,114,19
02/29/2020 13:30,230,38.3,77,153,0,0,15.7,63,73,52,42,16.5808080808,18.9412457912,13.5018939394,13.8683862434,120,95,15
02/29/2020 14:00,258,43.0,90,168,0,0,16.4,67,69,61,61,17.4848875661,19.4538359788,14.9203042328,13.737012987,182,70,6
02/29/2020 14:30,272,45.3,81,191,0,0,15.9,73,81,64,54,17.1333333333,17.5886405261,14.7655122655,14.1385790136,231,37,4
02/29/2020 15:00,250,41.7,66,184,0,0,17.3,65,65,62,58,19.3675194932,19.5336385836,15.498489011,14.6881410256,168,64,19
02/29/2020 15:30,260,43.3,93,167,0,0,17.6,70,69,57,64,19.3088624339,20.1579365079,15.6107804233,15.3739057239,181,59,20
02/29/2020 16:00,247,41.2,98,148,1,0,15.7,64,57,64,62,16.9973963536,17.0003968254,14.1626188354,14.6104886399,184,54,9
