," Zone 2",,,,,,," Zone 3",,,,,,," Zone 4",,,,,,," Zone 5",,,,,,," Zone 2",,," Zone 3",,," Zone 4",,," Zone 5",,
,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3
12/01/2019 00:05:00.00,0,0.0,0.0,0,0,0,0,1,7.0,8.0,1,0,0,0,1,9.0,6.5,0,1,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,
12/01/2019 00:10:00.00,1,7.0,6.0,1,0,0,0,2,6.5,6.6,1,1,0,0,1,3.0,0.6,0,1,0,0,1,6,18.4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
12/01/2019 00:15:00.00,1,8.0,3.3,1,0,0,0,3,20.7,9.3,3,0,0,0,2,8.5,5.5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0
12/01/2019 00:20:00.00,1,36.0,3.2,0,1,0,0,1,9.0,3.2,1,0,0,0,2,5.5,22.8,0,2,0,0,1,8,9.2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
12/01/2019 00:25:00.00,1,8.0,4.3,1,0,0,0,2,19.5,9.7,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
12/01/2019 00:30:00.00,1,26.0,4.0,1,0,0,0,0,0.0,0.0,0,0,0,0,4,6.8,8.4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0
12/01/2019 00:35:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,7.0,57.7,0,2,0,0,1,6,10,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0
12/01/2019 00:40:00.00,1,6.0,6.5,0,1,0,0,1,7.0,41.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12/01/2019 00:45:00.00,2,7.5,17.7,1,1,0,0,1,8.0,4.3,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
12/01/2019 00:50:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,6.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
