,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
12/01/2019 00:30,26,4.3,14,13,0,1,8.1,5,9,10,2,14.1666666667,10.4444444444,5.4583333333,2.3333333333,18,3,3
12/01/2019 01:00,14,2.3,7,7,0,0,3.4,4,5,4,1,3.75,5,3.8333333333,1,7,2,5
12/01/2019 01:30,10,1.7,4,6,0,0,3.4,3,2,4,1,4,3.4166666667,5.1666666667,0.8333333333,10,0,0
12/01/2019 02:00,20,3.3,6,14,0,0,6.4,4,6,8,2,12.5,6.3333333333,4.6166666667,2.0833333333,14,3,3
12/01/2019 02:30,3,0.5,0,3,0,0,0.8,0,0,3,0,0,0,3.1666666667,0,3,0,0
12/01/2019 03:00,8,1.3,3,5,0,0,1.6,1,1,6,0,1.1666666667,1.6666666667,3.5277777778,0,7,0,1
12/01/2019 03:30,2,0.3,0,2,0,0,0.8,0,0,0,2,0,0,0,3.1666666667,2,0,0
12/01/2019 04:00,8,1.3,3,5,0,0,2.2,2,3,3,0,2.3333333333,1.9166666667,4.6666666667,0,7,1,0
12/01/2019 04:30,5,0.8,0,5,0,0,1.7,1,0,3,1,1.3333333333,0,4.5,1,5,0,0
12/01/2019 05:00,2,0.3,1,1,0,0,0.9,0,2,0,0,0,3.5,0,0,2,0,0
12/01/2019 05:30,10,1.7,4,6,0,0,2.8,1,3,4,2,2.8333333333,3.1666666667,2.1666666667,3.1666666667,8,1,1
12/01/2019 06:00,13,2.2,4,9,0,0,3.9,3,3,5,2,3.25,4,5.25,3,11,2,0
12/01/2019 06:30,9,1.5,1,8,0,0,2.8,0,3,5,1,0,6.1666666667,3.6666666667,1.1666666667,8,1,0
12/01/2019 07:00,14,2.3,5,9,0,0,4.3,5,3,4,2,4,6.1666666667,4.3333333333,2.6666666667,12,1,1
12/01/2019 07:30,23,3.8,3,20,0,0,3.8,0,5,12,6,0,3.6666666667,5.5666666667,5.9166666667,18,2,3
12/01/2019 08:00,39,6.5,6,33,0,0,8.1,5,10,17,7,6.6666666667,9.75,8.5416666667,7.5833333333,36,3,0
12/01/2019 08:30,40,6.7,16,23,1,0,8.4,11,16,10,3,9.8472222222,11.1388888889,7.3472222222,5.0833333333,36,4,0
12/01/2019 09:00,53,8.8,8,45,0,0,12.0,15,8,19,11,10.3,13.25,13.4027777778,11.0555555556,44,9,0
12/01/2019 09:30,69,11.5,18,51,0,0,14.0,22,16,19,12,14.6944444444,20.3111111111,9.6396825397,11.3055555556,55,11,3
12/01/2019 10:00,105,17.5,24,81,0,0,14.1,23,23,36,23,16.4861111111,14.5194444444,11.8406084656,13.375,83,21,1
12/01/2019 10:30,97,16.2,27,70,0,0,14.5,20,27,32,18,13.375,20.4555555556,12.9634259259,11.1916666667,80,17,0
12/01/2019 11:00,143,23.8,39,104,0,0,15.9,36,45,30,32,17.2103174603,17.8566919192,14.0388888889,14.5232804233,111,30,2
12/01/2019 11:30,151,25.2,43,108,0,0,15.1,36,48,34,33,14.328042328,20.0533249158,12.5583333333,13.5515873016,106,40,5
12/01/2019 12:00,187,31.2,61,126,0,0,16.0,50,49,46,42,17.5503787879,18.5074074074,13.3124847375,14.605982906,149,34,4
12/01/2019 12:30,185,30.8,64,120,1,0,15.4,58,52,45,30,16.9931166056,17.3875,14.017989418,13.1349206349,145,35,5
12/01/2019 13:00,219,36.5,72,147,0,0,15.2,64,53,61,41,16.9511877012,15.2165704666,14.0785714286,14.4433080808,173,44,2
12/01/2019 13:30,231,38.5,59,172,0,0,16.3,52,56,71,52,18.3913003663,17.4368298368,15.074239418,14.2484126984,173,54,4
12/01/2019 14:00,258,43.0,93,165,0,0,16.4,78,72,55,53,17.5274928775,18.6674263645,14.8877344877,14.4252442002,173,75,10
12/01/2019 14:30,239,39.8,78,161,0,0,17.0,66,63,52,58,17.4490740741,19.4923611111,15.5786435786,15.6353276353,155,82,2
12/01/2019 15:00,225,37.5,57,168,0,0,15.8,57,66,59,43,16.74499112,16.5617845118,15.0905112045,14.6266534392,142,72,11
12/01/2019 15:30,213,35.5,75,138,0,0,16.1,59,71,45,38,17.8033549784,18.8826437451,14.5303030303,13.3682539683,136,65,12
12/01/2019 16:00,269,44.8,81,188,0,0,17.4,74,75,61,59,19.31002331,20.6154761905,15.2297646798,14.575,139,110,20
12/01/2019 16:30,309,51.5,104,205,0,0,17.6,82,89,73,65,19.4585237604,20.6459422658,15.3027676028,14.9145923521,189,108,12
12/01/2019 17:00,303,50.5,88,215,0,0,17.3,76,82,77,68,18.6645424837,19.1823232323,15.7135309679,15.5896524772,204,92,7
12/01/2019 17:30,299,49.8,101,198,0,0,17.2,82,94,66,57,18.6717208016,20.1837179569,15.224997225,14.7816627817,185,109,5
12/01/2019 18:00,300,50.0,103,197,0,0,17.0,80,79,78,63,18.5134387943,19.2364494302,15.3211640212,14.9627525253,177,102,21
12/01/2019 18:30,191,31.8,65,126,0,0,14.9,46,47,47,51,16.6448717949,16.5832070707,13.2694444444,13.0913359788,166,9,16
12/01/2019 19:00,173,28.8,60,113,0,0,13.5,52,42,41,38,15.1871794872,13.962950938,12.7367724868,11.9510822511,160,3,10
12/01/2019 19:30,130,21.7,25,105,0,0,13.8,31,27,42,30,13.7569444444,16.2158730159,12.1542328042,12.9861111111,122,2,6
12/01/2019 20:00,130,21.7,37,93,0,0,11.6,25,38,28,39,10.3079365079,14.5,10.723015873,10.9472222222,115,1,14
12/01/2019 20:30,92,15.3,30,62,0,0,10.3,20,27,27,18,9.2638888889,10.019047619,11.7928571429,9.925,78,1,13
12/01/2019 21:00,89,14.8,29,60,0,0,11.8,18,24,30,17,10.4833333333,15.3880952381,11.143452381,10,86,0,3
12/01/2019 21:30,67,11.2,15,52,0,0,9.7,12,22,24,9,9.6666666667,12.9555555556,9.5333333333,6.5833333333,65,0,2
12/01/2019 22:00,51,8.5,15,36,0,0,10.0,9,18,15,9,9.25,13.3611111111,9.2888888889,8.1388888889,47,2,2
12/01/2019 22:30,61,10.2,20,41,0,0,9.6,14,15,21,11,7.6666666667,11.3611111111,9.9444444444,9.25,53,2,6
12/01/2019 23:00,37,6.2,12,25,0,0,8.2,10,10,11,6,13.7222222222,8.1,7.2777777778,3.7222222222,33,1,3
12/01/2019 23:30,36,6.0,9,27,0,0,8.4,8,11,10,7,9.3333333333,12.0833333333,6.6666666667,5.4722222222,28,2,6
12/02/2019 00:00,28,4.7,9,19,0,0,7.1,4,9,12,3,5.8333333333,8.875,9.5833333333,4,26,1,1
12/02/2019 00:30,15,2.5,4,11,0,0,4.3,5,4,5,1,5.4166666667,4.5,5.9166666667,1.5,13,1,1
12/02/2019 01:00,14,2.3,2,12,0,0,4.2,2,6,4,2,2.1666666667,6.5833333333,5.5,2.6666666667,14,0,0
12/02/2019 01:30,6,1.0,0,6,0,0,1.4,1,1,3,1,1.5,0.6666666667,2.5833333333,1,5,1,0
12/02/2019 02:00,7,1.2,1,6,0,0,2.2,1,2,4,0,1.8333333333,3.1666666667,3.9166666667,0,6,0,1
12/02/2019 02:30,2,0.3,1,1,0,0,1.0,1,1,0,0,1.5,2.6666666667,0,0,2,0,0
12/02/2019 03:00,2,0.3,0,2,0,0,0.8,2,0,0,0,3,0,0,0,2,0,0
12/02/2019 03:30,2,0.3,0,2,0,0,0.6,0,0,1,1,0,0,1.5,1,2,0,0
12/02/2019 04:00,2,0.3,0,2,0,0,0.5,0,1,1,0,0,0.5,1.3333333333,0,2,0,0
12/02/2019 04:30,3,0.5,0,3,0,0,1.0,1,0,2,0,1.1666666667,0,2.6666666667,0,3,0,0
12/02/2019 05:00,5,0.8,2,3,0,0,1.8,2,1,2,0,2.6666666667,1.6666666667,2.8333333333,0,5,0,0
12/02/2019 05:30,6,1.0,1,4,1,0,1.8,1,4,1,0,1.1666666667,4.1666666667,1.8333333333,0,5,0,1
12/02/2019 06:00,12,2.0,4,8,0,0,5.8,4,4,4,0,11.4166666667,6.1666666667,5.6666666667,0,12,0,0
12/02/2019 06:30,21,3.5,5,16,0,0,8.2,4,5,8,4,15.1666666667,9.0555555556,4.7083333333,4,18,3,0
12/02/2019 07:00,32,5.3,8,24,0,0,10.9,10,6,11,5,13.5,11.4166666667,9.3333333333,9.4444444444,29,0,3
12/02/2019 07:30,48,8.0,11,37,0,0,11.0,14,9,18,7,14.3777777778,12.9444444444,8.9555555556,7.7777777778,44,4,0
12/02/2019 08:00,120,20.0,20,100,0,0,13.5,16,30,41,33,11.7916666667,13.3095238095,14.2968013468,14.6964285714,82,26,12
12/02/2019 08:30,188,31.3,48,140,0,0,15.4,37,49,57,45,15.2083333333,15.4638888889,15.4028540904,15.3327991453,134,42,12
12/02/2019 09:00,333,55.5,61,272,0,0,18.4,67,81,93,92,17.9980963481,21.715576838,17.255163542,16.8211762044,206,105,22
12/02/2019 09:30,398,66.3,92,306,0,0,18.4,88,100,99,111,20.2209383754,20.7257188109,16.0983660131,16.5517106532,250,118,30
12/02/2019 10:00,309,51.5,82,227,0,0,18.7,73,99,73,64,20.4153439153,21.4019029582,16.2689814815,16.7602369852,201,95,13
12/02/2019 10:30,189,31.5,30,159,0,0,16.5,39,53,60,37,17.3154761905,19.6614478114,14.9461279461,13.9169312169,128,51,10
12/02/2019 11:00,195,32.5,51,144,0,0,15.8,50,51,52,42,13.6027167277,19.7287037037,15.7917929293,14.1572089947,148,36,11
12/02/2019 11:30,197,32.8,40,157,0,0,16.1,51,49,48,49,18.3013528139,16.2100529101,14.4686147186,15.3673641174,143,46,8
12/02/2019 12:00,195,32.5,49,146,0,0,16.6,44,60,43,48,17.4523809524,19.9631143366,14.3591269841,14.5509680135,120,60,15
12/02/2019 12:30,232,38.7,65,167,0,0,17.4,62,68,57,45,18.5029100529,19.6896991897,15.7721509972,15.7532407407,120,90,22
12/02/2019 13:00,255,42.5,82,173,0,0,15.7,80,61,63,51,18.5162337662,17.3642977393,14.2600732601,12.8310185185,125,90,40
12/02/2019 13:30,289,48.2,95,194,0,0,17.2,94,84,52,59,18.4540038543,20.2736376369,15.4396945647,14.7048941799,152,101,36
12/02/2019 14:00,281,46.8,77,204,0,0,17.3,56,80,79,66,18.0725348725,19.2753427128,15.4971771284,16.5388888889,135,109,37
12/02/2019 14:30,215,35.8,61,154,0,0,16.9,50,55,62,48,17.7621212121,19.3920177045,15.205976431,15.3205063455,138,52,25
12/02/2019 15:00,274,45.7,75,199,0,0,16.3,61,87,66,60,16.5468240093,18.7543321602,15.2462962963,14.6746212121,193,63,18
12/02/2019 15:30,279,46.5,69,210,0,0,17.1,57,66,85,71,18.4143939394,18.3412309368,15.6405248518,16.1342413578,166,96,17
12/02/2019 16:00,352,58.7,135,217,0,0,19.2,89,95,85,83,20.4141381766,22.6249892265,16.929017932,16.6656491656,167,137,48
12/02/2019 16:30,267,44.5,82,185,0,0,18.9,55,62,73,77,21.1518518519,20.5273097273,17.1049242424,16.9464766715,105,106,56
12/02/2019 17:00,359,59.8,91,268,0,0,19.2,73,74,99,113,20.3166035354,20.204154288,18.1647953216,18.2962456647,138,145,76
12/02/2019 17:30,392,65.3,86,306,0,0,20.4,100,82,98,112,23.8219829768,23.1118386243,17.0060948311,17.7797770346,195,125,72
12/02/2019 18:00,547,91.2,144,403,0,0,20.3,108,92,162,185,22.2230074872,23.0943306367,18.2661304645,17.6652371934,249,241,57
12/02/2019 18:30,546,91.0,150,396,0,0,19.3,94,93,163,196,21.2133477633,21.7089015152,17.1492028683,17.2410227502,455,50,41
12/02/2019 19:00,481,80.2,149,332,0,0,18.1,99,98,133,151,20.1716089466,18.9165255035,16.6638220805,16.5350459482,463,12,6
12/02/2019 19:30,349,58.2,97,252,0,0,15.9,70,71,103,105,16.4939102564,16.5335164835,15.6606481481,14.9782163743,336,5,8
12/02/2019 20:00,238,39.7,70,168,0,0,15.9,53,60,62,63,16.7757936508,17.8682539683,14.6131461131,14.2124156545,224,4,10
12/02/2019 20:30,168,28.0,49,119,0,0,14.2,44,42,37,45,15.3571428571,15.6038359788,12.458994709,13.4805555556,156,3,10
12/02/2019 21:00,115,19.2,24,91,0,0,12.0,20,24,37,34,10.4861111111,11.8666666667,12.3208333333,13.1888888889,100,5,10
12/02/2019 21:30,109,18.2,26,83,0,0,13.1,20,26,35,28,12.4277777778,16.0515873016,12.3837301587,11.3611111111,98,1,10
12/02/2019 22:00,87,14.5,17,70,0,0,11.3,14,23,26,24,10.9027777778,12.7694444444,11.2777777778,10.3134920635,81,1,5
12/02/2019 22:30,77,12.8,21,56,0,0,12.1,17,23,20,17,13.75,15.625,8.9166666667,10.0198412698,64,3,10
12/02/2019 23:00,65,10.8,13,52,0,0,9.4,5,23,17,20,4.25,13.6833333333,9.7,9.7916666667,58,4,3
12/02/2019 23:30,44,7.3,14,30,0,0,9.3,5,15,12,12,4.4444444444,11.6944444444,12.05,9,38,1,5
12/03/2019 00:00,38,6.3,9,29,0,0,8.9,2,11,16,9,4.4166666667,12.8333333333,8.0833333333,10.1111111111,34,2,2
12/03/2019 00:30,24,4.0,2,22,0,0,7.1,3,8,10,3,7.1666666667,13.6388888889,4.2777777778,3.1666666667,21,3,0
12/03/2019 01:00,22,3.7,6,16,0,0,5.3,4,11,5,2,4.3333333333,10.0833333333,3.8333333333,2.8333333333,19,3,0
12/03/2019 01:30,11,1.8,4,7,0,0,4.8,2,6,1,2,3.1666666667,10.2222222222,1.3333333333,4.3333333333,10,0,1
12/03/2019 02:00,7,1.2,3,4,0,0,2.3,2,2,1,2,3,3.1666666667,1.6666666667,1.3333333333,7,0,0
12/03/2019 02:30,4,0.7,2,2,0,0,1.3,1,2,1,0,1.1666666667,2.8333333333,1.1666666667,0,4,0,0
12/03/2019 03:00,3,0.5,0,3,0,0,1.0,1,1,1,0,1.5,1.1666666667,1.3333333333,0,3,0,0
12/03/2019 03:30,8,1.3,1,7,0,0,2.6,0,3,2,3,0,5,2.8333333333,2.4166666667,8,0,0
12/03/2019 04:00,12,2.0,3,8,1,0,3.2,0,7,4,1,0,5.8611111111,5.3333333333,1.5,12,0,0
12/03/2019 04:30,4,0.7,0,4,0,0,1.2,1,0,2,1,1.1666666667,0,2.5,1.1666666667,4,0,0
12/03/2019 05:00,8,1.3,2,6,0,0,2.7,3,2,2,1,4.3333333333,2.6666666667,2.25,1.5,8,0,0
12/03/2019 05:30,4,0.7,1,3,0,0,1.6,0,1,1,2,0,1,1.8333333333,3.6666666667,4,0,0
12/03/2019 06:00,23,3.8,6,17,0,0,4.8,6,9,7,1,3.4583333333,7.9166666667,5.6944444444,2,19,1,3
12/03/2019 06:30,18,3.0,4,14,0,0,5.2,4,2,9,3,7.8333333333,2.8333333333,7.8055555556,2.4166666667,17,1,0
12/03/2019 07:00,44,7.3,6,38,0,0,10.0,8,11,16,9,10,15.5277777778,7.6972222222,6.9166666667,42,0,2
12/03/2019 07:30,48,8.0,10,38,0,0,8.8,11,9,18,10,7.4166666667,10.5277777778,11.1111111111,6.125,45,0,3
12/03/2019 08:00,110,18.3,18,92,0,0,14.7,18,29,35,28,10.8055555556,19.7976190476,13.3888888889,14.8996031746,82,23,5
12/03/2019 08:30,166,27.7,36,130,0,0,15.4,32,44,49,41,15.6222222222,16.777020202,14.1983516484,15.05,115,40,11
12/03/2019 09:00,290,48.3,51,239,0,0,17.8,48,64,90,88,19.0230972731,19.7704166204,16.1874416433,16.3606209702,174,92,24
12/03/2019 09:30,336,56.0,94,242,0,0,17.8,63,101,85,87,19.3231074481,20.2034965887,15.7527310924,15.9786324786,245,77,14
12/03/2019 10:00,274,45.7,89,185,0,0,18.1,75,79,64,56,17.6215260774,23.8868816369,15.908965109,15.1484848485,195,69,10
12/03/2019 10:30,175,29.2,55,120,0,0,13.5,39,49,23,64,15.652020202,16.8111111111,7.9488636364,13.7725071225,135,34,6
12/03/2019 11:00,201,33.5,72,129,0,0,13.4,63,56,1,81,17.4353110941,20.5065716691,1.5,14.1813852814,156,36,9
12/03/2019 11:30,184,30.7,68,116,0,0,14.4,46,47,18,73,18.2558080808,17.3263227513,7.375,14.6848392348,135,46,3
12/03/2019 12:00,213,35.5,55,158,0,0,15.3,51,58,54,50,16.3881257631,17.054001554,14.1632936508,13.6277777778,164,41,8
12/03/2019 12:30,231,38.5,74,157,0,0,16.6,62,64,64,41,18.6492724868,18.8697617198,14.957972583,14.0669312169,159,60,12
