,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
08/27/2019 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
08/27/2019 06:00,11,1.8,5,6,0,0,2.7,4,3,3,1,4.4444444444,2.4166666667,1.9166666667,1.8333333333,8,0,0
08/27/2019 06:30,14,2.3,1,13,0,0,3.8,2,3,6,3,1.0833333333,2.3333333333,7.5833333333,4,12,2,0
08/27/2019 07:00,42,7.0,15,27,0,0,9.3,7,17,11,7,8.8333333333,14.6888888889,8.5555555556,5.2777777778,38,2,2
08/27/2019 07:30,66,11.0,16,50,0,0,11.8,12,12,33,9,12.3333333333,12.9166666667,11.8630952381,10,56,7,3
08/27/2019 08:00,109,18.2,18,91,0,0,16.8,17,26,39,27,18.0833333333,19.7198412698,14.0907407407,15.253968254,75,23,11
