,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
10/01/2019 00:30,23,3.8,8,15,0,0,5.0,5,12,3,3,4.6666666667,6.9027777778,4.6666666667,3.8333333333,16,1,0
10/01/2019 01:00,16,2.7,5,11,0,0,6.1,2,5,5,4,3.8333333333,10.3888888889,7.1666666667,2.8888888889,15,0,1
10/01/2019 01:30,15,2.5,6,9,0,0,3.7,3,5,5,2,2.6666666667,5.5833333333,4.0833333333,2.5,15,0,0
10/01/2019 02:00,13,2.2,3,10,0,0,3.6,3,4,6,0,3.9166666667,6.0833333333,4.3055555556,0,12,0,1
10/01/2019 02:30,8,1.3,3,5,0,0,2.1,4,1,3,0,4.5,1.3333333333,2.5833333333,0,8,0,0
10/01/2019 03:00,3,0.5,0,3,0,0,1.0,1,1,0,1,1.1666666667,1.1666666667,0,1.5,3,0,0
10/01/2019 03:30,10,1.7,1,9,0,0,4.4,1,3,5,1,6.3333333333,3.0833333333,6.8333333333,1.1666666667,9,0,1
10/01/2019 04:00,6,1.0,1,5,0,0,1.3,0,1,5,0,0,0.6666666667,4.5,0,6,0,0
10/01/2019 04:30,5,0.8,0,5,0,0,1.7,1,1,3,0,1.3333333333,1.5,4,0,5,0,0
10/01/2019 05:00,4,0.7,2,2,0,0,1.4,1,2,1,0,1,3.1666666667,1.5,0,2,0,2
10/01/2019 05:30,7,1.2,3,4,0,0,1.7,2,4,1,0,1,4.4444444444,1.3333333333,0,7,0,0
10/01/2019 06:00,22,3.7,5,17,0,0,4.4,6,8,4,4,5.4166666667,4.5416666667,3.8333333333,3.8888888889,19,2,1
10/01/2019 06:30,12,2.0,2,10,0,0,3.5,3,0,7,2,4.5833333333,0,6.75,2.6666666667,10,0,2
10/01/2019 07:00,33,5.5,8,25,0,0,7.9,6,10,12,5,7.8333333333,11.3333333333,8.5416666667,3.75,30,1,2
10/01/2019 07:30,52,8.7,11,41,0,0,9.5,16,5,21,10,11.625,7.25,10.2611111111,8.8611111111,48,2,2
10/01/2019 08:00,96,16.0,21,75,0,0,13.3,17,24,36,19,13.4861111111,12.1869047619,13.087962963,14.4722222222,72,18,6
10/01/2019 08:30,177,29.5,29,148,0,0,16.3,31,33,61,52,17.2712962963,16.837962963,15.2462121212,15.7487373737,119,46,12
10/01/2019 09:00,316,52.7,61,255,0,0,18.7,48,72,95,101,19.9768518519,21.1396639853,16.893019943,16.5957570208,230,68,18
10/01/2019 09:30,348,58.0,104,243,1,0,19.4,77,105,84,82,19.660729249,22.6850806763,17.5203071782,17.6406201369,247,73,28
10/01/2019 10:00,295,49.2,80,213,2,0,19.3,62,105,71,57,20.8394660895,24.5395328421,16.0072722567,15.791468254,202,74,19
10/01/2019 10:30,282,47.0,46,236,0,0,18.5,50,69,87,76,20.569510582,20.776968402,16.2891774892,16.4442765568,178,80,24
10/01/2019 11:00,159,26.5,39,120,0,0,15.8,41,47,42,29,16.2046296296,18.2468253968,14.1888888889,14.7468253968,119,29,11
10/01/2019 11:30,157,26.2,36,121,0,0,16.1,34,45,42,36,16.3670634921,19.3919612795,13.8988095238,14.75,123,30,4
10/01/2019 12:00,166,27.7,40,126,0,0,15.9,42,48,41,35,17.689484127,16.3410714286,13.9764550265,15.6296296296,125,29,12
10/01/2019 12:30,216,36.0,59,156,1,0,15.7,50,66,47,53,15.5351430976,17.4407096172,14.7698713324,14.9634259259,161,45,10
10/01/2019 13:00,244,40.7,72,172,0,0,16.3,69,71,54,50,17.8425796426,18.1174642079,14.6474634298,14.5555555556,192,46,6
10/01/2019 13:30,273,45.5,74,199,0,0,15.9,58,74,69,72,16.7684315684,17.588003663,14.5626373626,14.6787977817,223,41,9
