,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
09/29/2019 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 08:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 08:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 09:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 09:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 10:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 10:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 11:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 11:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 12:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 12:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 13:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 13:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 14:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
09/29/2019 14:30,244,40.7,63,181,0,0,16.5,51,62,70,61,18.6200854701,17.2912878788,15.7109187109,14.2341853408,208,31,5
09/29/2019 15:00,265,44.2,77,188,0,0,16.3,59,83,69,54,16.6587962963,18.1956959707,15.4368131868,14.9367063492,234,27,4
09/29/2019 15:30,222,37.0,66,156,0,0,16.0,57,53,58,54,16.5016865079,17.6102564103,15.2552128427,14.6008648759,204,14,4
09/29/2019 16:00,269,44.8,91,178,0,0,16.6,76,74,66,53,18.1053418803,18.6243444056,15.099025974,14.4800925926,240,28,1
09/29/2019 16:30,254,42.3,77,177,0,0,16.3,60,73,66,55,18.747957598,18.0434974747,14.6971560847,13.7244047619,234,19,2
09/29/2019 17:00,256,42.7,94,162,0,0,15.9,68,65,70,53,16.3077845765,17.8927609428,15.1194444444,14.2546296296,243,11,2
09/29/2019 17:30,282,47.0,97,185,0,0,15.9,72,91,59,60,16.2530663781,18.9944235589,14.3859848485,14.0178774929,261,19,2
09/29/2019 18:00,275,45.8,83,192,0,0,16.5,69,72,66,68,18.7616452991,17.5875,15.1995726496,14.5015692641,237,33,5
09/29/2019 18:30,264,44.0,75,189,0,0,15.7,63,74,74,53,17.4314814815,17.3064102564,14.6812770563,13.3364417989,199,50,15
09/29/2019 19:00,192,32.0,56,136,0,0,15.5,49,45,53,45,17.3563492063,17.1071428571,13.6875901876,14.0185185185,128,52,12
09/29/2019 19:30,192,32.0,59,133,0,0,16.8,51,46,49,46,19.5407407407,19.5283730159,14.8435846561,13.1643518519,97,85,10
09/29/2019 20:00,163,27.2,41,121,1,0,14.6,33,51,39,40,13.5694444444,17.0167147667,13.6909090909,13.9642857143,125,31,7
09/29/2019 20:30,127,21.2,31,96,0,0,13.5,24,37,39,27,13.7587301587,14.4767857143,12.6205687831,13.0027777778,116,5,6
09/29/2019 21:00,118,19.7,33,85,0,0,11.1,19,32,38,29,8.8,13.6333333333,11.4563492063,10.5857142857,101,4,13
09/29/2019 21:30,88,14.7,21,67,0,0,12.5,13,24,28,23,12.7777777778,15.75,11.3055555556,10.0347222222,70,9,9
09/29/2019 22:00,74,12.3,14,60,0,0,12.4,14,21,24,15,12.4861111111,15.8166666667,11.1805555556,10.0833333333,65,2,7
09/29/2019 22:30,60,10.0,21,39,0,0,10.0,11,24,19,6,14.2833333333,11.6527777778,7.2388888889,6.7222222222,54,1,5
09/29/2019 23:00,43,7.2,12,31,0,0,7.3,5,13,16,9,2.5,9.5166666667,9.6527777778,7.5,35,2,6
09/29/2019 23:30,50,8.3,20,30,0,0,10.1,14,19,12,5,10.9722222222,14.0416666667,7.125,8.3333333333,46,1,3
09/30/2019 00:00,23,3.8,3,20,0,0,5.6,3,7,10,3,5.4166666667,6.4583333333,7.2222222222,3.5,22,1,0
09/30/2019 00:30,26,4.3,2,24,0,0,7.6,3,7,14,2,6,13.75,8.0833333333,2.5,21,1,4
09/30/2019 01:00,11,1.8,2,9,0,0,2.3,0,2,7,2,0,2.5,5.3888888889,1.3333333333,8,2,1
09/30/2019 01:30,11,1.8,4,7,0,0,3.5,3,3,4,1,4.8333333333,3.9166666667,4.25,1,9,2,0
09/30/2019 02:00,4,0.7,1,3,0,0,1.3,0,1,1,2,0,1.8333333333,1.5,2,4,0,0
09/30/2019 02:30,7,1.2,3,4,0,0,2.0,1,3,2,1,1.5,3.1666666667,1.5,1.8333333333,7,0,0
09/30/2019 03:00,4,0.7,1,3,0,0,1.5,0,1,2,1,0,1.3333333333,3.5,1,3,1,0
09/30/2019 03:30,8,1.3,2,6,0,0,3.2,1,2,4,1,1,6.5,4.4166666667,1,7,1,0
09/30/2019 04:00,10,1.7,2,8,0,0,3.1,0,2,6,2,0,3.1666666667,4.625,4.5,10,0,0
