,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
11/21/2019 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 08:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 08:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 09:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 09:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 10:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 10:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 11:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 11:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 12:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 12:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 13:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 13:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 14:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 14:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 15:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 15:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 16:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 16:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 17:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
11/21/2019 17:30,476,79.3,96,380,0,0,21.0,89,97,141,149,24.0783519502,24.1251393534,17.9763278388,17.9227524996,305,135,36
11/21/2019 18:00,558,93.0,118,440,0,0,19.9,102,96,156,204,21.3682014472,22.1180587848,18.3151727358,17.6119401465,276,228,54
11/21/2019 18:30,544,90.7,151,393,0,0,19.3,103,94,149,198,20.7532490901,22.6958714896,17.5069254213,16.1256136508,434,52,58
11/21/2019 19:00,606,101.0,203,403,0,0,18.8,124,128,165,189,21.1329156954,20.922250718,16.9375852718,16.3239525025,587,9,10
11/21/2019 19:30,384,64.0,109,275,0,0,16.7,75,76,115,118,16.3957461763,17.957701136,15.882522379,16.4661931818,363,9,12
11/21/2019 20:00,200,33.3,48,152,0,0,14.1,38,52,53,57,13.2342592593,15.3639069264,14.4215277778,13.5342527843,179,5,16
11/21/2019 20:30,149,24.8,37,112,0,0,12.5,26,41,39,43,12.0515873016,14.3541666667,11.6621031746,11.8733465608,130,1,18
11/21/2019 21:00,148,24.7,36,112,0,0,13.4,22,41,45,40,13.2472222222,13.9628205128,13.6178062678,12.7650793651,135,3,10
11/21/2019 21:30,114,19.0,25,89,0,0,12.9,21,31,34,28,11.8305555556,14.9925925926,11.3438492063,13.3486111111,101,1,12
11/21/2019 22:00,77,12.8,17,60,0,0,10.0,12,22,24,19,10.375,9.6194444444,11.9111111111,8.15,67,3,7
11/21/2019 22:30,69,11.5,19,50,0,0,10.7,10,25,21,13,10.1111111111,13.125,10.7166666667,8.7361111111,63,2,4
11/21/2019 23:00,68,11.3,17,51,0,0,10.8,16,22,19,11,11,13.3166666667,11.0416666667,7.6666666667,59,2,7
11/21/2019 23:30,66,11.0,13,53,0,0,10.6,10,15,27,14,8.5416666667,10.8194444444,10.7583333333,12.25,58,3,5
11/22/2019 00:00,34,5.7,6,28,0,0,8.7,3,13,14,4,11,13.375,6.9583333333,3.5,30,1,3
11/22/2019 00:30,25,4.2,7,18,0,0,6.0,5,10,5,5,6.5833333333,8.2222222222,6.1666666667,2.9444444444,22,0,3
11/22/2019 01:00,13,2.2,4,9,0,0,4.5,4,4,4,1,7,4.1666666667,5.3333333333,1.3333333333,9,1,3
11/22/2019 01:30,11,1.8,3,8,0,0,2.9,3,4,2,2,3.6666666667,3.3333333333,2.5,2.1666666667,8,3,0
11/22/2019 02:00,17,2.8,2,15,0,0,5.8,0,6,10,1,0,12,9,2,17,0,0
11/22/2019 02:30,11,1.8,3,8,0,0,3.6,3,3,4,1,3.8333333333,4,5.5,1.1666666667,7,2,2
11/22/2019 03:00,5,0.8,1,4,0,0,1.6,1,2,1,1,1.1666666667,2.8333333333,1,1.5,4,1,0
11/22/2019 03:30,7,1.2,0,7,0,0,2.4,0,2,3,2,0,2.5,4.5,2.5,7,0,0
11/22/2019 04:00,9,1.5,3,6,0,0,3.1,2,4,2,1,2,5.1666666667,2.8333333333,2.3333333333,9,0,0
11/22/2019 04:30,5,0.8,1,4,0,0,1.1,0,1,3,1,0,1.3333333333,2.1666666667,0.8333333333,5,0,0
11/22/2019 05:00,14,2.3,8,6,0,0,3.0,4,5,4,1,3.4166666667,2.9166666667,4,1.8333333333,14,0,0
11/22/2019 05:30,6,1.0,2,3,1,0,1.4,3,2,1,0,2.0833333333,2.3333333333,1.1666666667,0,5,1,0
11/22/2019 06:00,18,3.0,6,12,0,0,3.7,6,5,2,5,5.0833333333,3.4166666667,2.5,3.6666666667,18,0,0
11/22/2019 06:30,19,3.2,3,16,0,0,4.1,3,5,7,4,3.0833333333,3.9166666667,6.1388888889,3.0833333333,17,0,2
11/22/2019 07:00,38,6.3,6,32,0,0,7.8,7,4,17,10,9.8333333333,2.8888888889,10.5833333333,8,34,3,1
11/22/2019 07:30,51,8.5,10,41,0,0,11.5,14,13,17,7,13.5555555556,14.5,10.0833333333,7.75,33,12,6
11/22/2019 08:00,109,18.2,19,90,0,0,16.2,17,27,32,33,21.1111111111,16.1888888889,13.3924603175,14.2785714286,66,37,6
11/22/2019 08:30,214,35.7,44,169,1,0,17.2,38,48,63,65,17.8920634921,18.6345899471,17.0176767677,15.0980820106,140,59,15
11/22/2019 09:00,377,62.8,64,313,0,0,21.4,65,83,115,114,25.1267524143,25.1168771044,17.7426420257,17.5465842637,230,112,35
11/22/2019 09:30,372,62.0,80,292,0,0,22.6,77,88,116,91,25.6828137141,27.1216565297,18.5767094017,18.8844123254,189,125,58
11/22/2019 10:00,352,58.7,74,278,0,0,21.4,79,101,84,88,23.5065120065,25.5434640523,18.2886586453,18.4153836375,202,120,30
11/22/2019 10:30,210,35.0,34,176,0,0,15.9,43,60,52,55,16.5331196581,18.3352272727,14.5439393939,14.2202380952,129,67,14
11/22/2019 11:00,199,33.2,43,156,0,0,16.3,56,64,42,37,17.5627405002,19.0737040737,14.0481481481,14.5712121212,154,35,10
11/22/2019 11:30,192,32.0,36,156,0,0,15.8,53,39,53,47,15.957521645,19.0162037037,14.3303030303,13.9930555556,125,56,11
11/22/2019 12:00,216,36.0,42,174,0,0,15.7,48,52,58,58,16.5810541311,17.7454466829,14.0256132756,14.3378787879,126,72,18
11/22/2019 12:30,246,41.0,48,198,0,0,16.2,69,62,62,53,18.3533815721,17.9263305322,14.4557539683,14.0699074074,154,76,16
11/22/2019 13:00,296,49.3,90,206,0,0,17.1,86,93,61,56,18.5718288777,18.8576312576,15.4805555556,15.3773148148,197,79,20
11/22/2019 13:30,358,59.7,136,222,0,0,17.7,115,108,66,69,19.9915893385,20.4927956031,14.9358585859,15.3278841042,235,100,23
11/22/2019 14:00,326,54.3,115,211,0,0,17.7,92,97,69,68,19.7008123026,20.0930555556,15.6965958606,15.1161477411,181,116,29
11/22/2019 14:30,235,39.2,74,161,0,0,18.8,57,61,59,58,20.8880952381,22.4022727273,15.9384615385,16.1411195286,87,89,59
11/22/2019 15:00,324,54.0,103,221,0,0,18.4,80,76,76,92,20.1037015616,20.4338522589,16.3657331095,16.8279625739,159,121,44
11/22/2019 15:30,310,51.7,74,236,0,0,19.9,63,73,85,89,22.596470659,22.8219449396,17.1335162493,16.9176684427,140,137,33
11/22/2019 16:00,357,59.5,108,248,1,0,20.6,73,82,102,100,23.7044492544,23.562962963,17.6883331396,17.4995303716,135,127,95
11/22/2019 16:30,424,70.7,147,277,0,0,19.2,85,85,122,132,21.462962963,21.4332489814,16.613368968,17.1292755393,246,132,46
11/22/2019 17:00,468,78.0,163,304,1,0,19.0,101,104,113,150,20.4962418301,20.5843369223,16.8670396419,17.946776031,264,141,63
11/22/2019 17:30,523,87.2,113,410,0,0,20.5,112,100,148,163,21.7072971998,23.5477124183,18.0502971476,18.6536648887,287,182,54
11/22/2019 18:00,500,83.3,140,360,0,0,20.0,116,91,134,159,21.4724420119,23.2705301206,17.4739218594,17.7610137085,236,210,54
11/22/2019 18:30,481,80.2,152,329,0,0,19.1,103,90,115,173,21.7960613339,21.7120231133,16.9158534465,16.1628571429,380,39,62
11/22/2019 19:00,452,75.3,131,321,0,0,17.4,91,79,130,152,18.1591645197,19.8749236874,16.1573683,15.5747572238,439,8,5
11/22/2019 19:30,307,51.2,83,224,0,0,15.7,64,68,87,88,15.7685672515,18.362970363,14.5163254101,14.0577079955,292,2,13
