,," Zone 2",Run Total," Zone 3",Run Total," Zone 4",Run Total," Zone 5",Run Total
10/2/19 18:30,1,0,56,1,38,0,30,0,21
10/2/19 19:00,0,0,56,0,38,0,30,0,21
10/2/19 19:30,1,0,56,1,39,0,30,0,21
10/2/19 20:00,8,3,59,2,41,2,32,1,22
10/2/19 20:30,16,10,69,3,44,2,34,1,23
10/2/19 21:00,8,5,74,2,46,1,35,0,23
10/2/19 21:30,8,3,77,2,48,2,37,1,24
10/2/19 22:00,5,0,77,3,51,1,38,1,25
10/2/19 22:30,8,2,79,3,54,2,40,1,26
10/2/19 23:00,1,0,79,1,55,0,40,0,26
10/2/19 23:30,0,0,79,0,55,0,40,0,26
10/3/19,2,1,80,0,55,0,40,1,27
10/3/19 0:30,0,0,80,0,55,0,40,0,27
10/3/19 1:00,3,0,80,2,57,1,41,0,27
10/3/19 1:30,3,1,81,0,57,1,42,1,28
10/3/19 2:00,0,0,81,0,57,0,42,0,28
10/3/19 2:30,1,0,81,1,58,0,42,0,28
10/3/19 3:00,0,0,81,0,58,0,42,0,28
10/3/19 3:30,0,0,81,0,58,0,42,0,28
10/3/19 4:00,0,0,81,0,58,0,42,0,28
10/3/19 4:30,0,0,81,0,58,0,42,0,28
10/3/19 5:00,0,0,81,0,58,0,42,0,28
10/3/19 5:30,3,2,83,1,59,0,42,0,28
10/3/19 6:00,1,0,83,0,59,0,42,1,29
10/3/19 6:30,3,0,83,1,60,1,43,1,30
10/3/19 7:00,2,1,84,1,61,0,43,0,30
10/3/19 7:30,0,0,84,0,61,0,43,0,30
10/3/19 8:00,0,0,84,0,61,0,43,0,30
10/3/19 8:30,0,0,84,0,61,0,43,0,30
10/3/19 9:00,0,0,84,0,61,0,43,0,30
10/3/19 9:30,0,0,84,0,61,0,43,0,30
10/3/19 10:00,2,1,85,0,61,1,44,0,30
10/3/19 10:30,0,0,85,0,61,0,44,0,30
10/3/19 11:00,3,0,85,0,61,2,46,1,31
10/3/19 11:30,0,0,85,0,61,0,46,0,31
10/3/19 12:00,2,1,86,1,62,0,46,0,31
10/3/19 12:30,1,0,86,0,62,1,47,0,31
10/3/19 13:00,4,0,86,1,63,1,48,2,33
10/3/19 13:30,1,0,86,0,63,1,49,0,33
10/3/19 14:00,1,1,87,0,63,0,49,0,33
10/3/19 14:30,2,1,88,1,64,0,49,0,33
10/3/19 15:00,0,0,88,0,64,0,49,0,33
10/3/19 15:30,0,0,88,0,64,0,49,0,33
10/3/19 16:00,2,0,88,0,64,2,51,0,33
10/3/19 16:30,0,0,88,0,64,0,51,0,33
10/3/19 17:00,1,1,89,0,64,0,51,0,33
10/3/19 17:30,3,0,89,0,64,2,53,1,34
10/3/19 18:00,2,2,91,0,64,0,53,0,34
10/3/19 18:30,3,2,93,1,65,0,53,0,34
10/3/19 19:00,2,0,93,1,66,1,54,0,34
10/3/19 19:30,0,0,93,0,66,0,54,0,34
10/3/19 20:00,4,3,96,1,67,0,54,0,34
10/3/19 20:30,7,3,99,3,70,1,55,0,34
10/3/19 21:00,8,2,101,1,71,3,58,2,36
10/3/19 21:30,4,4,105,0,71,0,58,0,36
10/3/19 22:00,4,4,109,0,71,0,58,0,36
10/3/19 22:30,1,1,110,0,71,0,58,0,36
10/3/19 23:00,3,0,110,3,74,0,58,0,36
10/3/19 23:30,0,0,110,0,74,0,58,0,36
10/4/19,4,1,111,1,75,1,59,1,37
10/4/19 0:30,2,0,111,0,75,1,60,1,38
10/4/19 1:00,1,1,112,0,75,0,60,0,38
10/4/19 1:30,2,2,114,0,75,0,60,0,38
10/4/19 2:00,0,0,114,0,75,0,60,0,38
10/4/19 2:30,0,0,114,0,75,0,60,0,38
10/4/19 3:00,0,0,114,0,75,0,60,0,38
10/4/19 3:30,0,0,114,0,75,0,60,0,38
10/4/19 4:00,0,0,114,0,75,0,60,0,38
10/4/19 4:30,0,0,114,0,75,0,60,0,38
10/4/19 5:00,0,0,114,0,75,0,60,0,38
10/4/19 5:30,1,1,115,0,75,0,60,0,38
10/4/19 6:00,2,2,117,0,75,0,60,0,38
10/4/19 6:30,2,0,117,2,77,0,60,0,38
10/4/19 7:00,2,0,117,1,78,1,61,0,38
10/4/19 7:30,1,1,118,0,78,0,61,0,38
10/4/19 8:00,0,0,118,0,78,0,61,0,38
10/4/19 8:30,2,2,120,0,78,0,61,0,38
10/4/19 9:00,0,0,120,0,78,0,61,0,38
10/4/19 9:30,0,0,120,0,78,0,61,0,38
10/4/19 10:00,0,0,120,0,78,0,61,0,38
10/4/19 10:30,0,0,120,0,78,0,61,0,38
10/4/19 11:00,1,0,120,1,79,0,61,0,38
10/4/19 11:30,1,0,120,0,79,1,62,0,38
10/4/19 12:00,4,1,121,0,79,3,65,0,38
10/4/19 12:30,0,0,121,0,79,0,65,0,38
10/4/19 13:00,0,0,121,0,79,0,65,0,38
10/4/19 13:30,2,2,123,0,79,0,65,0,38
10/4/19 14:00,1,1,124,0,79,0,65,0,38
10/4/19 14:30,0,0,124,0,79,0,65,0,38
10/4/19 15:00,0,0,124,0,79,0,65,0,38
10/4/19 15:30,2,1,125,0,79,0,65,1,39
10/4/19 16:00,4,2,127,1,80,0,65,1,40
10/4/19 16:30,1,0,127,0,80,1,66,0,40
10/4/19 17:00,2,2,129,0,80,0,66,0,40
10/4/19 17:30,0,0,129,0,80,0,66,0,40
10/4/19 18:00,3,1,130,2,82,0,66,0,40
10/4/19 18:30,0,0,130,0,82,0,66,0,40
10/4/19 19:00,0,0,130,0,82,0,66,0,40
10/4/19 19:30,2,1,131,1,83,0,66,0,40
10/4/19 20:00,3,3,134,0,83,0,66,0,40
10/4/19 20:30,15,5,139,6,89,3,69,1,41
10/4/19 21:00,7,1,140,4,93,2,71,0,41
10/4/19 21:30,13,6,146,6,99,1,72,0,41
10/4/19 22:00,2,1,147,1,100,0,72,0,41
10/4/19 22:30,7,1,148,4,104,1,73,1,42
10/4/19 23:00,6,2,150,2,106,0,73,2,44
10/4/19 23:30,2,1,151,1,107,0,73,0,44
10/5/19,0,0,151,0,107,0,73,0,44
10/5/19 0:30,0,0,151,0,107,0,73,0,44
10/5/19 1:00,0,0,151,0,107,0,73,0,44
10/5/19 1:30,3,1,152,0,107,2,75,0,44
10/5/19 2:00,1,1,153,0,107,0,75,0,44
10/5/19 2:30,0,0,153,0,107,0,75,0,44
10/5/19 3:00,2,1,154,0,107,1,76,0,44
10/5/19 3:30,0,0,154,0,107,0,76,0,44
10/5/19 4:00,1,0,154,0,107,1,77,0,44
10/5/19 4:30,0,0,154,0,107,0,77,0,44
10/5/19 5:00,0,0,154,0,107,0,77,0,44
10/5/19 5:30,2,0,154,0,107,1,78,1,45
10/5/19 6:00,0,0,154,0,107,0,78,0,45
10/5/19 6:30,2,2,156,0,107,0,78,0,45
10/5/19 7:00,0,0,156,0,107,0,78,0,45
10/5/19 7:30,1,1,157,0,107,0,78,0,45
10/5/19 8:00,0,0,157,0,107,0,78,0,45
10/5/19 8:30,0,0,157,0,107,0,78,0,45
10/5/19 9:00,3,0,157,0,107,2,80,1,46
10/5/19 9:30,3,1,158,1,108,1,81,0,46
10/5/19 10:00,2,0,158,0,108,2,83,0,46
10/5/19 10:30,1,0,158,0,108,0,83,1,47
10/5/19 11:00,2,0,158,1,109,1,84,0,47
10/5/19 11:30,0,0,158,0,109,0,84,0,47
10/5/19 12:00,1,1,159,0,109,0,84,0,47
10/5/19 12:30,0,0,159,0,109,0,84,0,47
10/5/19 13:00,6,2,161,0,109,2,86,2,49
10/5/19 13:30,0,0,161,0,109,0,86,0,49
10/5/19 14:00,2,0,161,0,109,1,87,1,50
10/5/19 14:30,0,0,161,0,109,0,87,0,50
10/5/19 15:00,5,3,164,2,111,0,87,0,50
10/5/19 15:30,4,1,165,0,111,1,88,2,52
10/5/19 16:00,1,0,165,0,111,0,88,1,53
10/5/19 16:30,2,0,165,0,111,1,89,1,54
10/5/19 17:00,0,0,165,0,111,0,89,0,54
10/5/19 17:30,0,0,165,0,111,0,89,0,54
10/5/19 18:00,4,1,166,1,112,1,90,1,55
10/5/19 18:30,2,0,166,0,112,1,91,1,56
10/5/19 19:00,0,0,166,0,112,0,91,0,56
10/5/19 19:30,1,0,166,0,112,0,91,1,57
10/5/19 20:00,8,4,170,3,115,0,91,1,58
10/5/19 20:30,8,3,173,4,119,1,92,0,58
10/5/19 21:00,2,1,174,1,120,0,92,0,58
10/5/19 21:30,3,2,176,0,120,1,93,0,58
10/5/19 22:00,1,1,177,0,120,0,93,0,58
10/5/19 22:30,4,4,181,0,120,0,93,0,58
10/5/19 23:00,4,1,182,0,120,2,95,1,59
10/5/19 23:30,6,2,184,3,123,1,96,0,59
10/6/19,1,0,184,1,124,0,96,0,59
10/6/19 0:30,2,2,186,0,124,0,96,0,59
10/6/19 1:00,0,0,186,0,124,0,96,0,59
10/6/19 1:30,3,0,186,1,125,2,98,0,59
10/6/19 2:00,0,0,186,0,125,0,98,0,59
10/6/19 2:30,2,1,187,1,126,0,98,0,59
10/6/19 3:00,0,0,187,0,126,0,98,0,59
10/6/19 3:30,1,1,188,0,126,0,98,0,59
10/6/19 4:00,1,0,188,0,126,0,98,1,60
10/6/19 4:30,2,1,189,1,127,0,98,0,60
10/6/19 5:00,0,0,189,0,127,0,98,0,60
10/6/19 5:30,0,0,189,0,127,0,98,0,60
10/6/19 6:00,0,0,189,0,127,0,98,0,60
10/6/19 6:30,4,4,193,0,127,0,98,0,60
10/6/19 7:00,0,0,193,0,127,0,98,0,60
10/6/19 7:30,1,0,193,1,128,0,98,0,60
10/6/19 8:00,0,0,193,0,128,0,98,0,60
10/6/19 8:30,0,0,193,0,128,0,98,0,60
10/6/19 9:00,2,1,194,0,128,1,99,0,60
10/6/19 9:30,0,0,194,0,128,0,99,0,60
10/6/19 10:00,2,0,194,0,128,0,99,2,62
10/6/19 10:30,3,0,194,1,129,2,101,0,62
10/6/19 11:00,2,0,194,1,130,1,102,0,62
10/6/19 11:30,0,0,194,0,130,0,102,0,62
10/6/19 12:00,4,0,194,2,132,2,104,0,62
10/6/19 12:30,0,0,194,0,132,0,104,0,62
10/6/19 13:00,0,0,194,0,132,0,104,0,62
10/6/19 13:30,1,0,194,1,133,0,104,0,62
10/6/19 14:00,0,0,194,0,133,0,104,0,62
10/6/19 14:30,4,0,194,0,133,3,107,1,63
10/6/19 15:00,0,0,194,0,133,0,107,0,63
10/6/19 15:30,1,0,194,1,134,0,107,0,63
10/6/19 16:00,0,0,194,0,134,0,107,0,63
10/6/19 16:30,1,1,195,0,134,0,107,0,63
10/6/19 17:00,0,0,195,0,134,0,107,0,63
10/6/19 17:30,2,2,197,0,134,0,107,0,63
10/6/19 18:00,0,0,197,0,134,0,107,0,63
10/6/19 18:30,0,0,197,0,134,0,107,0,63
10/6/19 19:00,5,3,200,2,136,0,107,0,63
10/6/19 19:30,3,1,201,2,138,0,107,0,63
10/6/19 20:00,3,1,202,2,140,0,107,0,63
10/6/19 20:30,11,3,205,4,144,3,110,1,64
10/6/19 21:00,3,1,206,1,145,1,111,0,64
10/6/19 21:30,7,3,209,2,147,1,112,1,65
10/6/19 22:00,4,2,211,2,149,0,112,0,65
10/6/19 22:30,2,2,213,0,149,0,112,0,65
10/6/19 23:00,0,0,213,0,149,0,112,0,65
10/6/19 23:30,2,2,215,0,149,0,112,0,65
10/7/19,0,0,215,0,149,0,112,0,65
10/7/19 0:30,2,0,215,1,150,1,113,0,65
10/7/19 1:00,1,1,216,0,150,0,113,0,65
10/7/19 1:30,0,0,216,0,150,0,113,0,65
10/7/19 2:00,0,0,216,0,150,0,113,0,65
10/7/19 2:30,1,0,216,0,150,0,113,1,66
10/7/19 3:00,0,0,216,0,150,0,113,0,66
10/7/19 3:30,1,0,216,0,150,1,114,0,66
10/7/19 4:00,0,0,216,0,150,0,114,0,66
10/7/19 4:30,1,0,216,1,151,0,114,0,66
10/7/19 5:00,2,2,218,0,151,0,114,0,66
10/7/19 5:30,2,0,218,2,153,0,114,0,66
10/7/19 6:00,3,2,220,1,154,0,114,0,66
10/7/19 6:30,0,0,220,0,154,0,114,0,66
10/7/19 7:00,1,0,220,0,154,1,115,0,66
10/7/19 7:30,1,1,221,0,154,0,115,0,66
10/7/19 8:00,1,1,222,0,154,0,115,0,66
10/7/19 8:30,1,1,223,0,154,0,115,0,66
10/7/19 9:00,0,0,223,0,154,0,115,0,66
10/7/19 9:30,0,0,223,0,154,0,115,0,66
10/7/19 10:00,1,1,224,0,154,0,115,0,66
10/7/19 10:30,2,1,225,0,154,1,116,0,66
10/7/19 11:00,0,0,225,0,154,0,116,0,66
10/7/19 11:30,1,1,226,0,154,0,116,0,66
10/7/19 12:00,4,1,227,2,156,1,117,0,66
10/7/19 12:30,1,0,227,1,157,0,117,0,66
10/7/19 13:00,1,0,227,0,157,1,118,0,66
10/7/19 13:30,1,1,228,0,157,0,118,0,66
10/7/19 14:00,1,0,228,0,157,1,119,0,66
10/7/19 14:30,1,1,229,0,157,0,119,0,66
10/7/19 15:00,0,0,229,0,157,0,119,0,66
10/7/19 15:30,3,2,231,0,157,1,120,0,66
10/7/19 16:00,0,0,231,0,157,0,120,0,66
10/7/19 16:30,2,0,231,1,158,1,121,0,66
10/7/19 17:00,2,1,232,0,158,0,121,1,67
10/7/19 17:30,8,2,234,1,159,3,124,2,69
10/7/19 18:00,5,1,235,2,161,2,126,0,69
10/7/19 18:30,1,1,236,0,161,0,126,0,69
10/7/19 19:00,7,0,236,2,163,3,129,2,71
10/7/19 19:30,0,0,236,0,163,0,129,0,71
10/7/19 20:00,9,3,239,5,168,1,130,0,71
10/7/19 20:30,3,3,242,0,168,0,130,0,71

