," Zone 2",,,,,,," Zone 3",,,,,,," Zone 4",,,,,,," Zone 5",,,,,,," Zone 2",,," Zone 3",,," Zone 4",,," Zone 5",,
,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3
10/01/2019 00:05:00.00,2,9.5,5.0,1,1,0,0,2,8.5,1.5,0,2,0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,0,0,0,,,,,,,,,,
10/01/2019 00:10:00.00,2,8.5,3.4,1,1,0,0,3,8.7,4.8,2,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
10/01/2019 00:15:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,8.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/01/2019 00:20:00.00,1,10.0,2.6,0,1,0,0,2,9.5,2.0,1,1,0,0,1,10.0,0.6,0,1,0,0,1,23,2.6,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0
10/01/2019 00:25:00.00,0,0.0,0.0,0,0,0,0,4,8.8,5.0,0,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
10/01/2019 00:30:00.00,0,0.0,0.0,0,0,0,0,1,6.0,5.0,1,0,0,0,1,10.0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10/01/2019 00:35:00.00,0,0.0,0.0,0,0,0,0,1,38.0,4.0,1,0,0,0,1,11.0,1.4,0,1,0,0,3,8.3333333333,13.2,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,1
10/01/2019 00:40:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,7.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/01/2019 00:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,8.0,3.5,0,1,0,0,1,9,1.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
