,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," "," Zone 2"," Zone 3"," Zone 4"," Zone 5"," "," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
12/27/2019 13:00,330,55.0,99,229,2,0,13.6,0,87,108,68,67,0,18.3126189657,20.3559946997,14.6230019493,14.9233618234,192,105,34
12/27/2019 13:30,443,73.8,143,299,1,0,14.7,0,120,142,92,89,0,20.4974371693,21.1343127658,16.038846631,15.8728145149,262,134,47
12/27/2019 14:00,444,74.0,158,285,1,0,14.8,0,119,130,96,99,0,20.6197929315,21.7053839371,16.1155150949,15.4510529954,217,181,47
12/27/2019 14:30,431,71.8,161,269,1,0,14.8,0,119,145,83,84,0,21.381866502,21.5921014735,15.8012580515,15.1861333111,254,136,41
12/27/2019 15:00,361,60.2,114,247,0,0,13.9,0,94,112,81,74,0,18.7844331322,20.4058935255,15.0585292023,15.0435007974,232,92,37
12/27/2019 15:30,407,67.8,157,250,0,0,14.7,0,109,120,88,90,0,21.4025338871,21.3640397185,15.5292153996,15.4317634962,264,97,46
12/27/2019 16:00,379,63.2,154,225,0,0,14.7,0,115,108,81,75,0,20.4405556188,21.1617535651,16.1799323362,15.7977702853,323,50,7
12/27/2019 16:30,334,55.7,115,219,0,0,13.8,0,72,91,87,84,0,18.894047619,18.9059757236,15.1650793651,16.1520864756,272,52,10
12/27/2019 17:00,360,60.0,154,206,0,0,14.2,0,94,87,86,93,0,20.1296285586,18.8318470065,15.3275372775,16.5994397759,290,60,10
12/27/2019 17:30,245,40.8,49,196,0,0,15.3,0,67,55,52,71,0,22.2587662338,21.1297979798,16.1676587302,16.9696581197,216,17,12
12/27/2019 18:00,350,58.3,120,230,0,0,15.6,0,106,87,71,86,0,21.4597284972,22.5965458153,16.6728632479,17.4174332612,163,152,35
12/27/2019 18:30,316,52.7,101,215,0,0,14.1,0,79,73,76,88,0,19.9512917638,20.159704416,15.4111705288,15.016399287,219,58,39
12/27/2019 19:00,233,38.8,84,149,0,0,12.1,0,66,68,50,49,0,15.6746031746,17.6020633971,13.4924603175,13.5815957191,221,1,11
12/27/2019 19:30,216,36.0,74,142,0,0,11.9,0,60,54,48,54,0,15.9329365079,17.7973304473,13.2486263736,12.3908730159,204,3,9
12/27/2019 20:00,198,33.0,73,125,0,0,11.8,0,50,52,48,48,0,15.2973137973,17.0261243386,14.0729437229,12.5334656085,183,4,11
12/27/2019 20:30,153,25.5,52,101,0,0,11.7,0,36,45,40,32,0,17.1172619048,15.4027777778,12.9087962963,13.0515873016,143,2,8
12/27/2019 21:00,121,20.2,43,78,0,0,10.2,0,36,34,26,25,0,12.2111111111,16.0293650794,11.9222222222,10.8623015873,110,4,7
12/27/2019 21:30,91,15.2,24,67,0,0,9.7,0,25,29,16,21,0,12.5833333333,14.4458333333,9.25,12.3416666667,79,2,10
12/27/2019 22:00,80,13.3,20,60,0,0,9.5,0,13,27,20,20,0,10.25,13.7083333333,11.9,11.7708333333,73,0,7
12/27/2019 22:30,74,12.3,22,52,0,0,7.6,0,11,27,20,16,0,8.6944444444,10.7896825397,7.7341269841,10.9944444444,67,1,6
12/27/2019 23:00,68,11.3,25,43,0,0,8.3,0,13,28,19,8,0,11.125,10.303968254,12.6111111111,7.3333333333,60,1,7
12/27/2019 23:30,51,8.5,10,41,0,0,8.8,0,9,16,19,7,0,12.3333333333,14.4583333333,8.8833333333,8.1111111111,41,3,7
12/28/2019 00:00,46,7.7,12,34,0,0,7.0,0,8,16,14,8,0,8.2777777778,9.6833333333,9.95,6.8888888889,41,2,3
12/28/2019 00:30,28,4.7,11,17,0,0,5.6,0,4,10,11,3,0,7.6666666667,8.1388888889,8.75,3.6666666667,27,0,1
12/28/2019 01:00,22,3.7,7,15,0,0,4.6,0,2,8,8,4,0,1.5833333333,10.0833333333,5.7777777778,5.3333333333,21,0,1
12/28/2019 01:30,14,2.3,3,11,0,0,2.4,0,1,3,6,4,0,1.3333333333,3.3333333333,2.9166666667,4.5833333333,14,0,0
12/28/2019 02:00,16,2.7,2,14,0,0,4.0,0,3,3,4,6,0,3.6666666667,7.9166666667,4.3333333333,4.1666666667,16,0,0
12/28/2019 02:30,7,1.2,2,5,0,0,1.9,0,1,3,3,0,0,0.8333333333,4.6666666667,4,0,7,0,0
12/28/2019 03:00,7,1.2,1,6,0,0,2.2,0,3,2,2,0,0,6.1666666667,2,2.6666666667,0,6,0,1
12/28/2019 03:30,17,2.8,1,16,0,0,5.8,0,1,5,8,3,0,1,15,7.4444444444,5.5,17,0,0
12/28/2019 04:00,8,1.3,1,7,0,0,3.7,0,2,2,2,2,0,10,2.5,2.8333333333,3.1666666667,8,0,0
12/28/2019 04:30,3,0.5,1,2,0,0,0.8,0,0,2,1,0,0,0,2.6666666667,1.1666666667,0,3,0,0
12/28/2019 05:00,5,0.8,2,3,0,0,1.5,0,1,1,3,0,0,2.3333333333,1.5,3.75,0,5,0,0
12/28/2019 05:30,10,1.7,2,8,0,0,2.4,0,1,4,2,3,0,1.6666666667,4.4166666667,3.1666666667,2.6666666667,9,1,0
12/28/2019 06:00,12,2.0,6,6,0,0,4.2,0,3,5,3,1,0,4.5,11.8333333333,3.3333333333,1.1666666667,11,1,0
12/28/2019 06:30,9,1.5,1,8,0,0,3.0,0,0,3,3,3,0,0,9.1666666667,2.5,3.0833333333,8,1,0
12/28/2019 07:00,15,2.5,3,12,0,0,4.4,0,5,2,6,2,0,6.3333333333,8.5,5.3333333333,2,14,0,1
12/28/2019 07:30,35,5.8,8,27,0,0,8.7,0,6,8,14,7,0,11.5,15,10.5277777778,6.375,34,0,1
12/28/2019 08:00,46,7.7,8,38,0,0,8.9,0,13,13,13,7,0,10.6166666667,13.2833333333,11.825,8.75,36,10,0
12/28/2019 08:30,57,9.5,13,44,0,0,10.6,0,14,16,17,10,0,15.8333333333,16.2611111111,10.9194444444,10.1944444444,38,14,5
12/28/2019 09:00,77,12.8,16,61,0,0,11.3,0,13,23,21,20,0,16.8055555556,17.325,12.1388888889,10.4490740741,50,19,8
12/28/2019 09:30,79,13.2,10,69,0,0,12.5,0,16,20,29,14,0,20.0277777778,16.2,12.6138888889,13.4583333333,61,15,3
12/28/2019 10:00,99,16.5,22,76,1,0,12.5,0,22,32,24,21,0,20.4805555556,16.4607142857,12.3908730159,13.0027777778,81,17,1
12/28/2019 10:30,103,17.2,16,87,0,0,12.6,0,21,31,32,19,0,16.0722222222,19.6634259259,14.1642857143,13.2444444444,84,17,2
12/28/2019 11:00,138,23.0,30,108,0,0,11.3,0,36,48,36,18,0,14.65,19.2458694084,12.4202020202,10.0833333333,110,22,6
12/28/2019 11:30,162,27.0,37,125,0,0,12.5,0,38,45,45,34,0,13.703968254,17.7063492063,15.9184981685,15.3013888889,131,25,6
12/28/2019 12:00,191,31.8,40,151,0,0,13.4,0,65,43,47,36,0,18.5498737374,18.215542328,14.7517857143,15.6535714286,120,54,17
12/28/2019 12:30,229,38.2,57,172,0,0,12.2,0,61,69,51,48,0,16.7886574074,16.3934343434,13.7463744589,13.9242063492,172,39,18
12/28/2019 13:00,326,54.3,96,230,0,0,13.3,0,110,96,70,50,0,18.7122839035,18.7284722222,14.2447390572,15.053968254,233,71,22
12/28/2019 13:30,346,57.7,98,247,1,0,13.5,0,100,108,74,64,0,18.0811188811,19.4704248366,15.1037037037,14.8249819625,247,88,11
12/28/2019 14:00,348,58.0,120,227,1,0,14.3,0,90,112,70,76,0,19.7185002949,19.2376125384,16.1050925926,16.6346801347,230,103,15
12/28/2019 14:30,283,47.2,96,187,0,0,13.4,0,68,86,69,60,0,17.6972298535,19.3012113617,14.8032212885,15.3691378066,157,94,32
12/28/2019 15:00,284,47.3,92,192,0,0,13.4,0,87,83,59,55,0,19.0161161687,19.1929539758,14.0626322751,14.5841750842,201,56,27
12/28/2019 15:30,253,42.2,91,162,0,0,12.7,0,70,80,65,38,0,18.284981685,18.5440268065,13.5960470085,13.1416666667,194,44,15
12/28/2019 16:00,257,42.8,99,158,0,0,13.5,0,71,72,62,52,0,19.9898148148,18.3993736383,14.809508547,14.2417328042,227,23,7
12/28/2019 16:30,293,48.8,92,201,0,0,12.8,0,60,91,74,68,0,17.0563561439,18.1708061002,14.0048951049,14.6705288176,260,23,10
12/28/2019 17:00,244,40.7,99,145,0,0,12.7,0,75,60,54,55,0,17.6740805491,17.6759259259,15.1141330891,13.1862618863,219,19,6
12/28/2019 17:30,204,34.0,49,155,0,0,14.1,0,62,58,47,37,0,20.8531264058,19.6549422799,14.3897727273,15.5039021164,170,22,12
12/28/2019 18:00,242,40.3,77,164,1,0,13.9,0,83,61,49,49,0,18.6362950775,18.8006576757,15.7315656566,16.3555555556,138,91,13
12/28/2019 18:30,119,29.8,34,85,0,0,11.9,0,32,32,28,27,0,13.8382352941,15.6666666667,14.9085858586,15.1948717949,76,29,14

