,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
12/14/2019 00:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 01:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 01:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 02:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 02:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 03:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 03:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 04:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 04:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 05:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 05:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 06:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 06:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 07:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 07:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 08:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 08:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 09:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 09:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 10:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 10:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 11:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 11:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 12:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 12:30,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 13:00,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
12/14/2019 13:30,42,7.0,22,20,0,0,2.9,17,16,4,5,3.1274509804,3.6979166667,1.8333333333,2.8333333333,21,20,1
12/14/2019 14:00,350,58.3,104,246,0,0,18.3,99,91,86,74,20.3634602605,20.6022417154,16.2870621753,15.9585470085,174,126,50
12/14/2019 14:30,376,62.7,137,238,1,0,18.9,105,117,69,85,20.82214423,22.4231060606,16.4756604507,15.8988408521,140,160,76
12/14/2019 15:00,334,55.7,131,203,0,0,19.5,99,96,73,66,22.7989024864,22.4588391268,16.0762896825,16.4750496823,148,120,66
12/14/2019 15:30,368,61.3,150,218,0,0,18.7,101,103,75,89,21.8425505051,20.371104529,16.5041666667,15.9065436878,189,116,63
12/14/2019 16:00,369,61.5,140,229,0,0,18.9,101,102,84,82,22.2223527228,22.4385010414,15.0222639933,15.833291137,248,81,41
12/14/2019 16:30,328,54.7,110,218,0,0,18.5,73,86,78,91,20.4071484071,21.8545574796,15.8074074074,16.0750948398,227,72,29
12/14/2019 17:00,323,53.8,114,209,0,0,17.8,94,73,72,84,19.9010140595,19.4367063492,15.396978022,16.4467942733,177,93,53
12/14/2019 17:30,317,52.8,94,223,0,0,20.1,91,89,61,76,22.0919612795,21.8217320261,18.1927128427,18.17245671,147,94,76
12/14/2019 18:00,354,59.0,113,241,0,0,18.3,99,92,82,81,19.9219762757,20.5670652877,16.243767507,16.5952069717,199,137,18
12/14/2019 18:30,323,53.8,133,190,0,0,16.8,97,96,62,68,18.0809553872,19.1734395234,15.3684163059,14.4942696193,261,32,30
12/14/2019 19:00,295,49.2,103,191,1,0,16.4,79,78,68,70,18.533435029,17.9917836793,14.5189153439,14.7271825397,283,2,10
12/14/2019 19:30,216,36.0,77,139,0,0,14.3,55,50,55,56,16.2046897547,14.6313131313,13.7861111111,12.4673076923,205,2,9
12/14/2019 20:00,169,28.2,56,113,0,0,14.4,38,40,49,42,13.975,16.9366161616,13.3538461538,13.1481481481,161,2,6
12/14/2019 20:30,140,23.3,48,92,0,0,13.8,40,45,27,28,14.0333333333,15.9538359788,12.8234126984,12.3793650794,128,2,10
12/14/2019 21:00,133,22.2,36,97,0,0,12.6,31,42,31,29,11.5073412698,14.3742424242,13.7038359788,10.8439393939,128,1,4
12/14/2019 21:30,91,15.2,28,63,0,0,11.7,23,27,21,20,11.9666666667,12.5746031746,10.4523809524,11.7583333333,84,0,7
12/14/2019 22:00,83,13.8,23,60,0,0,10.5,21,26,17,19,10.6277777778,12.6380952381,8.7305555556,9.9888888889,74,0,9
