,," Zone 2",Run Total," Zone 3",Run Total," Zone 4",Run Total," Zone 5",Run Total
10/29/19 16:30,1,1,31,0,32,0,21,0,10
10/29/19 17:00,1,0,31,0,32,1,22,0,10
10/29/19 17:30,3,1,32,2,34,0,22,0,10
10/29/19 18:00,3,0,32,2,36,1,23,0,10
10/29/19 18:30,3,1,33,2,38,0,23,0,10
10/29/19 19:00,2,2,35,0,38,0,23,0,10
10/29/19 19:30,5,4,39,0,38,1,24,0,10
10/29/19 20:00,7,4,43,1,39,2,26,0,10
10/29/19 20:30,10,4,47,2,41,3,29,1,11
10/29/19 21:00,4,1,48,2,43,1,30,0,11
10/29/19 21:30,9,6,54,2,45,1,31,0,11
10/29/19 22:00,1,0,54,0,45,1,32,0,11
10/29/19 22:30,2,0,54,1,46,0,32,1,12
10/29/19 23:00,2,0,54,0,46,1,33,1,13
10/29/19 23:30,2,2,56,0,46,0,33,0,13
10/30/19,0,0,56,0,46,0,33,0,13
10/30/19 0:30,4,2,58,2,48,0,33,0,13
10/30/19 1:00,2,0,58,1,49,1,34,0,13
10/30/19 1:30,1,1,59,0,49,0,34,0,13
10/30/19 2:00,0,0,59,0,49,0,34,0,13
10/30/19 2:30,0,0,59,0,49,0,34,0,13
10/30/19 3:00,1,0,59,0,49,1,35,0,13
10/30/19 3:30,0,0,59,0,49,0,35,0,13
10/30/19 4:00,1,0,59,0,49,1,36,0,13
10/30/19 4:30,2,0,59,1,50,1,37,0,13
10/30/19 5:00,0,0,59,0,50,0,37,0,13
10/30/19 5:30,3,3,62,0,50,0,37,0,13
10/30/19 6:00,1,0,62,1,51,0,37,0,13
10/30/19 6:30,0,0,62,0,51,0,37,0,13
10/30/19 7:00,3,2,64,1,52,0,37,0,13
10/30/19 7:30,2,0,64,0,52,2,39,0,13
10/30/19 8:00,2,2,66,0,52,0,39,0,13
10/30/19 8:30,0,0,66,0,52,0,39,0,13
10/30/19 9:00,2,1,67,0,52,0,39,1,14
10/30/19 9:30,1,1,68,0,52,0,39,0,14
10/30/19 10:00,0,0,68,0,52,0,39,0,14
10/30/19 10:30,1,0,68,1,53,0,39,0,14
10/30/19 11:00,0,0,68,0,53,0,39,0,14
10/30/19 11:30,1,0,68,1,54,0,39,0,14
10/30/19 12:00,0,0,68,0,54,0,39,0,14
10/30/19 12:30,0,0,68,0,54,0,39,0,14
10/30/19 13:00,0,0,68,0,54,0,39,0,14
10/30/19 13:30,2,0,68,2,56,0,39,0,14
10/30/19 14:00,0,0,68,0,56,0,39,0,14
10/30/19 14:30,1,0,68,0,56,1,40,0,14
10/30/19 15:00,0,0,68,0,56,0,40,0,14
10/30/19 15:30,0,0,68,0,56,0,40,0,14
10/30/19 16:00,2,0,68,0,56,1,41,1,15
10/30/19 16:30,0,0,68,0,56,0,41,0,15
10/30/19 17:00,2,2,70,0,56,0,41,0,15
10/30/19 17:30,2,1,71,0,56,1,42,0,15
10/30/19 18:00,0,0,71,0,56,0,42,0,15
10/30/19 18:30,0,0,71,0,56,0,42,0,15
10/30/19 19:00,0,0,71,0,56,0,42,0,15
10/30/19 19:30,6,3,74,3,59,0,42,0,15
10/30/19 20:00,6,1,75,3,62,1,43,1,16
10/30/19 20:30,9,3,78,4,66,2,45,0,16
10/30/19 21:00,6,3,81,1,67,2,47,0,16
10/30/19 21:30,9,3,84,3,70,3,50,0,16
10/30/19 22:00,2,1,85,0,70,1,51,0,16
10/30/19 22:30,2,0,85,0,70,1,52,1,17
10/30/19 23:00,4,2,87,0,70,2,54,0,17
10/30/19 23:30,4,1,88,0,70,2,56,1,18
10/31/19,1,1,89,0,70,0,56,0,18
10/31/19 0:30,1,1,90,0,70,0,56,0,18
10/31/19 1:00,2,0,90,0,70,1,57,1,19
10/31/19 1:30,0,0,90,0,70,0,57,0,19
10/31/19 2:00,1,0,90,0,70,1,58,0,19
10/31/19 2:30,0,0,90,0,70,0,58,0,19
10/31/19 3:00,0,0,90,0,70,0,58,0,19
10/31/19 3:30,0,0,90,0,70,0,58,0,19
10/31/19 4:00,0,0,90,0,70,0,58,0,19
10/31/19 4:30,0,0,90,0,70,0,58,0,19
10/31/19 5:00,0,0,90,0,70,0,58,0,19
10/31/19 5:30,3,2,92,1,71,0,58,0,19
10/31/19 6:00,8,6,98,2,73,0,58,0,19
10/31/19 6:30,6,2,100,1,74,2,60,1,20
10/31/19 7:00,3,2,102,0,74,0,60,1,21
10/31/19 7:30,1,1,103,0,74,0,60,0,21
10/31/19 8:00,1,1,104,0,74,0,60,0,21
10/31/19 8:30,0,0,104,0,74,0,60,0,21
10/31/19 9:00,1,1,105,0,74,0,60,0,21
10/31/19 9:30,0,0,105,0,74,0,60,0,21
10/31/19 10:00,1,1,106,0,74,0,60,0,21
10/31/19 10:30,0,0,106,0,74,0,60,0,21
10/31/19 11:00,1,0,106,0,74,1,61,0,21
10/31/19 11:30,0,0,106,0,74,0,61,0,21
10/31/19 12:00,0,0,106,0,74,0,61,0,21
10/31/19 12:30,1,0,106,0,74,1,62,0,21
10/31/19 13:00,2,0,106,2,76,0,62,0,21
10/31/19 13:30,0,0,106,0,76,0,62,0,21
10/31/19 14:00,0,0,106,0,76,0,62,0,21
10/31/19 14:30,2,0,106,1,77,1,63,0,21
10/31/19 15:00,2,0,106,0,77,0,63,2,23
10/31/19 15:30,5,1,107,1,78,2,65,1,24
10/31/19 16:00,3,2,109,0,78,0,65,1,25
10/31/19 16:30,4,2,111,1,79,1,66,0,25
10/31/19 17:00,1,0,111,0,79,1,67,0,25
10/31/19 17:30,1,1,112,0,79,0,67,0,25
10/31/19 18:00,2,1,113,1,80,0,67,0,25
10/31/19 18:30,2,0,113,0,80,1,68,1,26
10/31/19 19:00,0,0,113,0,80,0,68,0,26
10/31/19 19:30,5,2,115,3,83,0,68,0,26
10/31/19 20:00,7,4,119,2,85,1,69,0,26
10/31/19 20:30,6,1,120,4,89,0,69,1,27
10/31/19 21:00,6,1,121,2,91,2,71,1,28
10/31/19 21:30,5,1,122,2,93,2,73,0,28
10/31/19 22:00,5,3,125,2,95,0,73,0,28
10/31/19 22:30,4,1,126,1,96,2,75,0,28
10/31/19 23:00,3,0,126,3,99,0,75,0,28
10/31/19 23:30,4,1,127,3,102,0,75,0,28
11/1/19,2,1,128,1,103,0,75,0,28
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,

