," Zone 2",,,,,,," Zone 3",,,,,,," Zone 4",,,,,,," Zone 5",,,,,,," Zone 2",,," Zone 3",,," Zone 4",,," Zone 5",,
,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Total Vehicles,Overall Avg Speed,Avg Length,Through,Left Turn,Right Turn,Wrong Way,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3,Class1,Class2,Class3
11/01/2019 00:05:00.00,5,16.6,4.3,3,2,0,0,2,9.5,4.3,0,2,0,0,1,9.0,0.3,0,1,0,0,1,8,0.7777777778,0,1,0,0,5,0,0,1,1,0,1,0,0,1,0,0
11/01/2019 00:10:00.00,1,4.0,1.5,1,0,0,0,1,35.0,3.5,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11/01/2019 00:15:00.00,1,8.0,3.5,1,0,0,0,1,22.0,6.5,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11/01/2019 00:20:00.00,0,0.0,0.0,0,0,0,0,3,9.0,3.4,2,1,0,0,2,11.0,2.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
11/01/2019 00:25:00.00,0,0.0,0.0,0,0,0,0,2,9.5,1.1,2,0,0,0,6,11.8,2.8,0,6,0,0,1,9,0.3333333333,0,1,0,0,0,0,0,2,0,0,6,0,0,1,0,0
11/01/2019 00:30:00.00,1,10.0,0.5,1,0,0,0,3,17.0,19.2,2,1,0,0,1,9.0,0.5,0,1,0,0,1,4,2.1666666667,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0
11/01/2019 00:35:00.00,0,0.0,0.0,0,0,0,0,2,8.5,4.7,1,1,0,0,1,10.0,2.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
11/01/2019 00:40:00.00,0,0.0,0.0,0,0,0,0,1,10.0,1.4,0,1,0,0,3,9.7,6.0,0,3,0,0,1,17,3.2,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0
11/01/2019 00:45:00.00,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,7.7,11.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
