,Ttl Volume,Avg Volume,Ttl Through,Ttl Left Turn,Ttl Right Turn,Ttl Wrong Way,Overall Avg Speed," Zone 2"," Zone 3"," Zone 4"," Zone 5"," Zone 2"," Zone 3"," Zone 4"," Zone 5",Class 1: 0-22ft,Class 2: 22-36ft,Class 3: 36-Up
09/01/2019 00:30,34,5.7,6,28,0,0,8.4,8,12,9,5,7.6944444444,14.4166666667,6.8888888889,4.4166666667,30,2,2
09/01/2019 01:00,19,3.2,7,12,0,0,4.1,5,5,7,2,3.9166666667,5.1666666667,4.1666666667,3,16,1,2
09/01/2019 01:30,16,2.7,4,12,0,0,4.3,1,6,7,2,1.6666666667,5.75,7,2.8333333333,16,0,0
09/01/2019 02:00,17,2.8,6,11,0,0,6.4,2,8,5,2,5.5,10.7222222222,7.3333333333,2.1666666667,17,0,0
09/01/2019 02:30,20,3.3,2,18,0,0,4.6,1,7,9,3,2,4.75,6.8888888889,4.5833333333,18,2,0
09/01/2019 03:00,14,2.3,2,12,0,0,4.1,0,2,9,3,0,3.3333333333,7.25,5.8333333333,14,0,0
09/01/2019 03:30,5,0.8,2,3,0,0,1.6,1,3,1,0,1.6666666667,3.3333333333,1.5,0,5,0,0
09/01/2019 04:00,8,1.3,4,4,0,0,2.6,4,1,2,1,5.5833333333,1.5,2.1666666667,1,8,0,0
09/01/2019 04:30,6,1.0,0,6,0,0,1.8,1,0,5,0,0.6666666667,0,6.3333333333,0,5,1,0
09/01/2019 05:00,2,0.3,0,2,0,0,0.6,0,0,2,0,0,0,2.5,0,2,0,0
09/01/2019 05:30,6,1.0,1,5,0,0,2.1,0,2,4,0,0,2.5,5.8333333333,0,5,0,1
09/01/2019 06:00,7,1.2,2,5,0,0,2.1,2,3,2,0,2,4.3333333333,2.1666666667,0,6,1,0
09/01/2019 06:30,5,0.8,1,4,0,0,1.8,0,1,3,1,0,0.8333333333,4.3333333333,1.8333333333,5,0,0
09/01/2019 07:00,10,1.7,0,10,0,0,3.3,2,2,5,1,4.3333333333,3.3333333333,4.3333333333,1.1666666667,10,0,0
09/01/2019 07:30,26,4.3,5,21,0,0,6.3,4,4,11,7,5.1666666667,4.6666666667,7.875,7.4166666667,26,0,0
09/01/2019 08:00,38,6.3,20,18,0,0,9.6,13,9,13,3,10.0595238095,12.1388888889,10.5388888889,5.6666666667,30,8,0
09/01/2019 08:30,32,5.3,10,22,0,0,8.5,3,14,11,4,7,10.2777777778,10.1111111111,6.6666666667,27,5,0
09/01/2019 09:00,68,11.3,13,55,0,0,12.7,17,10,22,19,16.6944444444,12.3888888889,11.5027777778,10.1708333333,59,7,2
09/01/2019 09:30,61,10.2,16,45,0,0,13.7,12,14,24,11,16.5,13.4861111111,12.6805555556,12.3055555556,52,9,0
09/01/2019 10:00,105,17.5,18,87,0,0,14.6,16,35,35,19,12,20.3603174603,13.5591269841,12.6333333333,80,24,1
09/01/2019 10:30,114,19.0,16,98,0,0,15.8,18,28,38,30,18.1111111111,15.3952380952,14.2284391534,15.383531746,92,22,0
09/01/2019 11:00,146,24.3,19,127,0,0,16.8,29,37,43,37,19.2902777778,19.3035714286,14.2314814815,14.3388888889,123,21,2
09/01/2019 11:30,143,23.8,25,118,0,0,16.2,27,35,40,41,17.6992063492,18.876984127,13.2597883598,14.9481481481,124,16,3
09/01/2019 12:00,180,30.0,52,127,1,0,15.9,43,52,44,41,15.800030525,19.9354030501,13.4643518519,14.3925925926,154,22,4
09/01/2019 12:30,202,33.7,67,135,0,0,15.2,57,61,51,33,16.4206349206,19.3538943355,13.5686868687,11.4507936508,168,33,1
09/01/2019 13:00,229,38.2,68,161,0,0,15.7,67,64,51,47,16.5352860103,17.4986531987,13.8015873016,15.0294312169,196,30,3
09/01/2019 13:30,252,42.0,70,182,0,0,15.6,50,62,78,62,16.7097222222,16.0602813853,15.0232142857,14.4662037037,215,36,2
09/01/2019 14:00,244,40.7,68,176,0,0,15.6,65,61,66,52,16.4074032177,16.7681697932,14.6487012987,14.7031986532,203,35,6
09/01/2019 14:30,231,38.5,74,157,0,0,15.2,58,72,56,45,15.9856661857,18.1846681097,13.9256283069,12.7815656566,200,27,4
09/01/2019 15:00,226,37.7,69,157,0,0,15.9,59,51,69,47,17.0006313131,17.4878205128,14.8148478836,14.3961038961,200,20,6
09/01/2019 15:30,219,36.5,67,152,0,0,15.6,50,61,56,52,16.2657679739,17.9468864469,14.5266053391,13.6473484848,195,23,1
09/01/2019 16:00,223,37.2,67,156,0,0,16.1,50,59,55,59,17.1992063492,18.8082010582,14.4569264069,13.8015669516,205,18,2
09/01/2019 16:30,196,32.7,53,143,0,0,15.9,48,51,55,42,17.485989011,18.2222222222,14.8147130647,13.1063492063,170,23,3
09/01/2019 17:00,222,37.0,65,157,0,0,15.9,60,47,65,50,17.1124287749,18.2347222222,14.4837606838,13.9398148148,204,15,3
09/01/2019 17:30,215,35.8,56,159,0,0,15.3,55,64,53,43,16.0811868687,16.5972999223,15.6210340585,13.0388888889,187,21,7
09/01/2019 18:00,212,35.3,46,166,0,0,15.3,44,46,67,55,17.0056998557,15.4613636364,14.1253787879,14.7496031746,169,34,9
